transaction_id,user_id,transaction_amount,transaction_type,payment_mode,device_type,device_location,account_age_days,transaction_hour,previous_failed_attempts,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud_label,fraud_category
T5399,U3309,19754.25,Transfer,Card,Android,Hyderabad,640.0,9.0,0.0,11270.54,0.0,0.394,7.0,0,A
T5400,U3858,21619.199,Transfer,NetBanking,Android,Hyderabad,1854.0,15.0,1.0,27567.83,0.0,0.358,9.0,0,A
T5401,U4321,12237.57,Withdrawal,NetBanking,Web,Delhi,1135.0,13.0,2.0,25584.15,0.0,0.888,7.0,0,A
T5402,U4115,48338.37,Transfer,UPI,iOS,Bangalore,546.0,7.0,2.0,7495.85,0.0,0.2767999999999999,9.0,0,A
T5403,U6829,47909.0,Transfer,NetBanking,Android,Hyderabad,1976.0,10.0,1.9,18030.96,0.0,0.842,2.0,0,A
T5404,U1338,12419.2,Withdrawal,Wallet,Web,Chennai,1213.0,18.0,3.0,17709.3,0.0,0.928,2.0,1,B
T5405,U4731,17435.2,Payment,Wallet,Web,Chennai,1543.0,1.0,0.0,8872.57,0.0,0.563,7.0,0,A
T5406,U9979,15692.733000000002,Transfer,Wallet,iOS,Delhi,1510.0,4.0,3.0,7137.91,0.0,0.696,6.0,0,A
T5407,U3340,48332.78,Transfer,Wallet,Web,Hyderabad,683.0,10.0,2.0,11762.48,0.0,0.861,6.0,0,A
T5408,U1213,22199.78,Payment,NetBanking,Android,Delhi,1433.0,6.0,0.0,23679.7,0.0,0.436,5.0,0,A
T5409,U7635,16083.8,Withdrawal,Wallet,Web,Chennai,359.0,7.0,2.0,5832.28,0.0,0.879,1.0,0,A
T5410,U8780,26328.4,Payment,UPI,iOS,Delhi,224.0,16.0,2.0,13427.13,0.0,0.372,7.0,0,A
T5411,U6311,34404.07,Transfer,NetBanking,iOS,Hyderabad,1416.0,11.0,1.0,14502.79,1.0,0.306,2.0,0,A
T5412,U1074,13710.05,Payment,Wallet,Web,Hyderabad,1157.0,17.0,0.0,28179.83,0.0,0.983,8.0,0,A
T5413,U3156,36836.84,Withdrawal,NetBanking,Android,Chennai,1325.0,6.0,1.7,9175.32,0.0,0.031,7.0,0,A
T5414,U7229,2630.28,Transfer,NetBanking,Web,Mumbai,1701.0,8.0,4.0,687.43,0.0,0.32,2.0,0,A
T5415,U5514,2512.26,Withdrawal,NetBanking,iOS,Mumbai,1738.0,18.0,4.0,20842.56,1.0,0.459,2.0,0,A
T5416,U4878,19345.07,Withdrawal,Card,Web,Bangalore,337.0,13.0,2.0,22698.17,0.0,0.311,8.0,0,A
T5417,U9741,17705.99,Payment,Wallet,Web,Chennai,1598.0,23.0,1.0,21120.67,0.0,0.5627,5.0,0,A
T5418,U9623,15815.88,Payment,Card,Android,Bangalore,1715.0,18.0,2.0,21052.1,0.0,0.3529999999999999,8.0,0,A
T5419,U7701,24576.44,Withdrawal,UPI,Web,Chennai,856.0,19.0,4.0,14548.5,0.0,0.398,1.0,0,A
T5420,U7389,16070.64,Withdrawal,UPI,Android,Hyderabad,107.0,17.0,0.0,17462.407,0.0,0.072,9.0,0,A
T5421,U4223,9653.28,Transfer,Card,Web,Chennai,668.0,14.0,1.0,21924.55,0.0,0.5345000000000001,8.0,0,A
T5422,U4087,15508.0,Withdrawal,Wallet,Web,Delhi,309.0,20.0,2.0,28101.95,0.0,0.168,6.0,0,A
T5423,U1643,48746.47,Withdrawal,NetBanking,Android,Bangalore,39.0,20.0,4.0,4805.85,0.0,0.041,8.0,0,A
T5424,U2259,20585.12,Payment,UPI,Android,Chennai,1107.0,3.0,0.0,20131.391,1.0,0.59,1.0,0,A
T5425,U1187,22263.4,Withdrawal,UPI,iOS,Bangalore,181.0,12.0,4.0,8029.64,0.0,0.669,8.0,0,A
T5426,U1114,28848.42,Withdrawal,UPI,Android,Chennai,1027.0,4.0,1.0,25508.84,0.0,0.76,1.0,0,A
T5427,U4601,49167.87,Payment,Wallet,Web,Mumbai,1918.0,11.0,3.0,3273.8,0.0,0.088,4.0,0,A
T5428,U1159,12117.98,Transfer,Card,iOS,Bangalore,932.0,16.0,2.0,21483.54,0.0,0.6365000000000001,3.0,0,A
T5429,U8445,34080.04,Payment,Card,Android,Hyderabad,93.0,9.0,0.0,1982.13,0.0,0.182,3.0,0,A
T5430,U2316,35813.44,Payment,Wallet,Android,Hyderabad,994.0,11.0,1.0,1080.39,0.0,0.594,9.0,0,A
T5431,U9310,30385.85,Withdrawal,UPI,iOS,Chennai,1618.0,5.0,1.0,26749.93,0.0,0.89,8.0,0,A
T5432,U8259,4474.49,Withdrawal,Wallet,Web,Hyderabad,1777.0,19.0,3.0,23139.75,0.0,0.4528,8.0,0,A
T5433,U3291,33859.77,Transfer,Wallet,Web,Hyderabad,1323.0,19.0,3.0,17997.69,0.0,0.315,7.0,0,A
T5434,U2025,3251.53,Withdrawal,Card,iOS,Bangalore,648.0,11.0,2.0,5242.66,0.0,0.853,8.0,0,A
T5435,U6935,29827.33,Transfer,Wallet,Web,Chennai,94.0,12.0,2.0,8437.57,1.0,0.5265000000000001,7.3,0,A
T5436,U3914,36992.08,Transfer,Wallet,Android,Bangalore,1287.0,20.0,1.0,16643.043999999998,0.0,0.688,6.0,1,C
T5437,U2411,10587.95,Transfer,UPI,Web,Chennai,673.0,16.0,2.0,19396.35,0.0,0.957,8.0,0,A
T5438,U7725,42089.02,Transfer,NetBanking,Android,Hyderabad,1857.0,19.0,2.0,20613.97,0.0,0.95,2.0,1,C
T5439,U5409,1566.17,Withdrawal,UPI,Web,Chennai,528.0,9.0,3.0,9871.58,1.0,0.386,6.0,0,A
T5440,U7543,42198.45,Payment,Card,Android,Chennai,1485.0,18.0,1.0,10218.65,0.0,0.461,3.0,0,A
T5441,U4740,23043.44,Payment,NetBanking,iOS,Delhi,1340.0,4.0,4.0,18906.43,0.0,0.202,8.0,0,A
T5442,U4041,10918.52,Withdrawal,UPI,Android,Chennai,1681.0,4.0,4.0,28375.38,0.0,0.412,5.0,0,A
T5443,U6035,6732.22,Withdrawal,Wallet,Web,Delhi,193.0,7.0,0.0,11901.81,0.0,0.273,5.0,0,A
T5444,U2476,47667.69,Transfer,Wallet,Android,Bangalore,982.0,16.0,3.0,14858.35,1.0,0.367,3.0,0,A
T5445,U2621,3679.65,Withdrawal,NetBanking,Web,Delhi,1347.0,2.0,0.0,20978.45,0.0,0.675,1.0,0,A
T5446,U3246,9994.72,Payment,NetBanking,Web,Bangalore,350.0,20.0,1.0,10335.4,0.0,0.21,2.0,0,A
T5447,U2339,17423.73,Withdrawal,Wallet,Android,Chennai,236.0,15.0,4.0,26078.86,1.0,0.18,6.3,0,A
T5448,U5773,31030.73,Withdrawal,Card,Web,Bangalore,846.0,18.0,4.0,25400.83,0.0,0.2938999999999999,7.0,0,A
T5449,U3227,27262.81,Transfer,UPI,iOS,Hyderabad,1789.0,5.0,4.0,20261.06,0.0,0.098,2.0,0,A
T5450,U2337,6325.89,Transfer,Wallet,Web,Chennai,273.0,9.0,0.0,16154.02,0.0,0.814,7.0,0,A
T5451,U5945,14521.91,Transfer,UPI,iOS,Delhi,1141.3,15.0,2.0,29507.28,0.0,0.958,1.0,0,A
T5452,U3581,11975.65,Transfer,UPI,iOS,Mumbai,1284.0,12.0,0.0,21101.18,0.0,0.801,2.0,0,A
T5453,U4783,10716.47,Payment,UPI,Web,Chennai,1441.0,2.0,4.0,19332.48,0.0,0.5342,7.0,0,A
T5454,U7895,20586.66,Withdrawal,UPI,iOS,Hyderabad,179.0,21.0,3.0,26316.86,0.0,0.674,7.0,0,A
T5455,U7683,35216.37,Withdrawal,Card,iOS,Bangalore,575.0,7.0,3.0,16694.22,1.0,0.806,2.0,0,A
T5456,U2813,10911.77,Transfer,Card,Android,Delhi,1945.0,19.0,1.5,7363.41,0.0,0.068,7.0,0,A
T5457,U3134,18365.61,Payment,Card,Web,Delhi,141.0,7.0,0.0,4219.39,0.0,0.5159,9.0,0,A
T5458,U4865,19576.33,Payment,Wallet,iOS,Hyderabad,836.0,6.0,1.0,14183.86,0.0,0.144,8.0,1,B
T5459,U7885,28520.85,Withdrawal,Wallet,iOS,Hyderabad,615.0,10.0,0.0,15518.06,0.0,0.091,6.0,0,A
T5460,U7248,47735.58,Transfer,Wallet,iOS,Chennai,1079.0,19.0,0.0,24848.06,0.0,0.759,4.0,0,A
T5461,U8615,40016.87,Withdrawal,Card,iOS,Mumbai,359.0,2.0,4.0,4270.29,1.0,0.858,3.0,0,A
T5462,U3570,12120.86,Withdrawal,UPI,Web,Mumbai,108.0,20.0,2.0,20468.78,0.0,0.084,8.0,1,B
T5463,U6427,3448.46,Payment,Card,iOS,Bangalore,1779.0,20.0,4.0,9193.4,0.0,0.2636,3.0,0,A
T5464,U9229,15879.36,Payment,Wallet,Web,Delhi,1814.0,6.0,2.0,28177.0,0.0,0.221,5.0,1,B
T5465,U6787,13376.39,Withdrawal,NetBanking,Web,Chennai,1070.0,10.0,4.0,14165.6,0.0,0.857,3.0,0,A
T5466,U9368,25320.99,Transfer,Wallet,Web,Delhi,1471.0,16.0,4.0,18709.71,0.0,0.914,9.0,0,A
T5467,U8229,38897.51,Transfer,UPI,Android,Chennai,1978.0,17.0,1.0,19538.23,0.0,0.765,7.0,0,A
T5468,U4386,42923.23,Withdrawal,Card,Android,Hyderabad,1018.0,8.0,2.0,17081.806,0.0,0.796,3.0,0,A
T5469,U8461,42250.96,Withdrawal,NetBanking,Web,Bangalore,84.0,12.0,4.0,25580.63,0.0,0.343,7.0,0,A
T5470,U9206,18015.79,Transfer,NetBanking,Android,Hyderabad,67.0,14.0,4.0,5010.67,0.0,0.3797,4.0,0,A
T5471,U6006,34377.36,Transfer,UPI,iOS,Delhi,1052.0,18.0,2.0,11982.83,0.0,0.28,1.0,0,A
T5472,U4113,15676.07,Transfer,Card,Web,Bangalore,411.0,14.0,1.0,20209.65,1.0,0.958,4.0,0,A
T5473,U6260,3092.23,Withdrawal,NetBanking,Web,Chennai,197.0,6.0,2.0,15713.592,0.0,0.5237999999999999,8.0,0,A
T5474,U1211,35093.19,Payment,Wallet,Web,Chennai,1946.0,2.0,1.0,17454.67,0.0,0.341,6.0,0,A
T5475,U6104,540.89,Transfer,UPI,Android,Bangalore,148.0,23.0,1.0,12356.49,0.0,0.136,1.0,0,A
T5476,U6440,20488.67,Transfer,NetBanking,Android,Hyderabad,152.0,7.0,2.5,2009.19,0.0,0.195,1.0,0,A
T5477,U6479,16502.49,Transfer,UPI,Android,Bangalore,117.0,12.0,1.0,21819.09,0.0,0.204,4.0,0,A
T5478,U8128,34684.21,Withdrawal,Card,iOS,Hyderabad,230.0,15.0,3.0,15089.87,0.0,0.615,6.0,0,A
T5479,U8126,38323.96,Payment,Card,Android,Bangalore,815.1,2.0,0.0,9172.86,0.0,0.903,4.0,0,A
T5480,U7352,15239.53,Payment,Card,Web,Hyderabad,867.0,20.0,1.0,2621.4,1.0,0.869,6.5,0,A
T5481,U7043,40590.77,Transfer,Wallet,Android,Mumbai,519.0,22.0,2.7,16469.48,0.0,0.07,2.0,0,A
T5482,U5269,14731.14,Withdrawal,NetBanking,Android,Bangalore,1686.1,0.0,3.0,9248.28,0.0,0.709,6.0,0,A
T5483,U2811,22344.0,Payment,Card,Web,Hyderabad,14.0,2.0,0.0,28405.86,0.0,0.168,7.0,0,A
T5484,U6692,36364.58,Withdrawal,Wallet,Android,Delhi,1990.0,15.0,0.0,17786.33,0.0,0.31,4.0,0,A
T5485,U9517,34661.37,Payment,Card,Web,Delhi,397.0,0.0,1.0,8623.45,0.0,0.544,5.0,0,A
T5486,U4294,49369.06,Transfer,Card,Android,Bangalore,577.0,17.0,2.4,15905.68,1.0,0.841,5.0,0,A
T5487,U2423,11296.79,Withdrawal,NetBanking,Web,Bangalore,1800.0,13.0,1.0,16230.91,0.0,0.237,2.0,0,A
T5488,U8047,33132.78,Transfer,Wallet,Android,Chennai,993.0,6.0,4.0,21830.17,0.0,0.874,5.0,0,A
T5489,U3393,30503.61,Payment,Card,iOS,Hyderabad,1767.0,22.0,0.0,27075.85,0.0,0.735,5.0,0,A
T5490,U5909,18099.94,Payment,Wallet,Web,Bangalore,1905.0,2.0,4.0,28881.55,0.0,0.674,5.0,0,A
T5491,U3303,7860.29,Transfer,Wallet,Web,Delhi,569.0,21.0,4.0,21564.93,0.0,0.133,4.0,0,A
T5492,U4760,37602.32,Payment,Card,Web,Delhi,1849.0,15.0,3.0,16422.81,1.0,0.474,4.0,0,A
T5493,U7045,28435.02,Transfer,Card,iOS,Delhi,1196.0,5.0,4.0,6825.47,0.0,0.275,7.0,0,A
T5494,U5724,13769.56,Transfer,UPI,iOS,Hyderabad,1781.0,17.0,0.0,12150.58,0.0,0.4046999999999999,6.0,0,A
T5495,U4464,23748.02,Transfer,NetBanking,Android,Mumbai,1793.0,12.0,0.0,14714.79,0.0,0.674,8.0,0,A
T5496,U3961,16722.14,Payment,Card,iOS,Bangalore,374.0,23.0,2.0,3938.3,0.0,0.4669999999999999,1.0,0,A
T5497,U6262,28986.7,Withdrawal,UPI,Web,Mumbai,426.0,1.0,1.0,7766.47,0.0,0.5297000000000001,2.0,0,A
T5498,U1813,44455.58,Transfer,NetBanking,Web,Hyderabad,1542.0,11.0,2.0,29535.13,0.0,0.498,2.0,0,A
T5499,U5546,28486.78,Withdrawal,Card,iOS,Bangalore,1645.0,3.0,2.0,22725.03,0.0,0.839,2.0,1,C
T5500,U9102,31604.53,Payment,Wallet,Web,Chennai,30.0,8.0,1.0,14512.0,0.0,0.793,3.0,0,A
T5501,U6004,25961.45,Payment,NetBanking,Android,Bangalore,623.0,19.0,1.5,6858.37,0.0,0.413,6.0,0,A
T5502,U7972,2605.72,Withdrawal,Wallet,Android,Bangalore,526.0,22.0,1.9,17246.09,0.0,0.4906,3.0,1,B
T5503,U5456,11681.28,Transfer,UPI,iOS,Bangalore,1993.0,4.0,4.0,7033.07,0.0,0.587,7.0,0,A
T5504,U6629,24625.49,Payment,Card,Web,Bangalore,994.7,9.0,3.0,5873.95,0.0,0.964,3.0,1,B
T5505,U8299,15546.25,Transfer,UPI,iOS,Bangalore,670.0,5.0,4.0,2903.32,0.0,0.719,6.0,0,A
T5506,U1207,9129.09,Transfer,NetBanking,Web,Hyderabad,1378.0,0.0,1.0,10441.01,0.0,0.408,2.0,0,A
T5507,U8394,25231.44,Withdrawal,Card,Web,Bangalore,339.0,19.0,1.0,16297.52,0.0,0.469,2.0,0,A
T5508,U5389,16174.35,Payment,Wallet,Web,Hyderabad,387.0,4.0,2.0,4863.9,0.0,0.6413,3.0,0,A
T5509,U4440,12942.48,Withdrawal,UPI,Android,Bangalore,1244.0,5.0,1.0,6093.02,0.0,0.936,8.0,0,A
T5510,U9467,23226.07,Payment,Wallet,Web,Bangalore,169.0,21.0,4.0,11795.06,0.0,0.13,9.0,0,A
T5511,U9989,6707.55,Withdrawal,NetBanking,Android,Hyderabad,667.0,20.0,3.0,14737.0,0.0,0.46,2.0,0,A
T5512,U3043,46390.9,Payment,Wallet,Web,Bangalore,1603.0,18.0,3.0,22892.27,0.0,0.347,7.0,0,A
T5513,U7857,24650.225,Payment,UPI,iOS,Delhi,363.0,10.0,3.0,17042.18,0.0,0.867,1.0,0,A
T5514,U1701,35395.65,Payment,Card,Android,Bangalore,1273.0,14.0,3.0,18569.26,0.0,0.804,4.0,0,A
T5515,U3935,5355.38,Transfer,Card,Android,Chennai,88.0,1.0,2.0,20916.69,0.0,0.552,6.0,0,A
T5516,U5613,38805.07,Transfer,UPI,Android,Hyderabad,161.0,14.0,2.4,13584.39,0.0,0.5248999999999999,7.0,0,A
T5517,U5027,40407.47,Withdrawal,Card,iOS,Bangalore,526.0,6.0,4.0,10359.69,1.0,0.684,3.0,0,A
T5518,U2661,38399.84,Withdrawal,UPI,Android,Bangalore,392.0,16.0,2.0,24032.58,0.0,0.953,3.0,0,A
T5519,U7782,5742.6,Payment,UPI,iOS,Hyderabad,702.0,11.0,2.0,24866.78,0.0,0.101,5.0,0,A
T5520,U8628,32213.2,Payment,Card,Web,Mumbai,361.0,11.0,2.0,4704.06,0.0,0.899,3.0,0,A
T5521,U1251,41724.52,Transfer,NetBanking,Web,Delhi,1234.0,4.0,1.0,28605.75,0.0,0.294,9.0,0,A
T5522,U5672,28888.8,Transfer,Wallet,iOS,Delhi,960.0,19.0,2.0,27904.69,0.0,0.004,2.0,0,A
T5523,U2435,32338.05,Transfer,UPI,Android,Bangalore,142.0,6.0,4.0,26139.25,0.0,0.741,7.0,0,A
T5524,U1333,22945.26,Withdrawal,UPI,Android,Hyderabad,1998.0,1.0,3.0,12737.49,1.0,0.788,7.0,0,A
T5525,U1245,26458.93,Transfer,NetBanking,iOS,Chennai,643.0,12.0,1.0,25281.13,0.0,0.305,3.0,0,A
T5526,U2599,1767.12,Withdrawal,UPI,Web,Bangalore,178.0,23.0,3.0,18878.95,0.0,0.778,8.0,0,A
T5527,U5090,31966.2,Transfer,UPI,iOS,Delhi,875.0,8.0,0.0,6241.3,0.0,0.798,3.0,0,A
T5528,U8710,4118.29,Transfer,Card,Android,Bangalore,400.0,14.0,1.0,23269.0,0.0,0.675,5.0,0,A
T5529,U4392,21778.98,Payment,Card,Android,Hyderabad,1891.0,14.0,4.0,12242.24,0.0,0.5769,1.0,0,A
T5530,U8530,14668.12,Withdrawal,NetBanking,Android,Chennai,1418.0,0.0,1.0,8835.72,0.0,0.667,4.0,0,A
T5531,U6668,27294.13,Transfer,UPI,Android,Mumbai,829.0,20.0,2.0,26360.94,0.0,0.932,2.0,0,A
T5532,U9036,6714.15,Payment,Wallet,Web,Chennai,107.0,19.0,1.0,25882.09,0.0,0.62,5.0,0,A
T5533,U7030,34597.59,Withdrawal,Card,Web,Bangalore,1827.0,20.0,2.0,25944.76,0.0,0.367,4.0,0,A
T5534,U4793,39760.83,Withdrawal,Wallet,Web,Delhi,1410.0,2.0,3.0,25799.75,0.0,0.563,4.0,0,A
T5535,U6556,8209.55,Transfer,Wallet,Android,Hyderabad,1001.0,0.0,1.0,16671.45,0.0,0.993,4.0,0,A
T5536,U6050,5260.44,Withdrawal,NetBanking,Android,Bangalore,1992.0,18.0,1.0,18545.92,0.0,0.473,5.0,0,A
T5537,U2029,7318.5,Payment,NetBanking,Web,Mumbai,811.8,19.0,4.0,28471.08,0.0,0.842,9.0,0,A
T5538,U2893,43862.52,Payment,UPI,iOS,Hyderabad,1871.0,12.0,0.0,3967.3,0.0,0.139,9.0,0,A
T5539,U7602,26433.05,Withdrawal,NetBanking,Android,Hyderabad,1085.2,14.0,2.5,24207.22,0.0,0.4215999999999999,4.0,0,A
T5540,U5240,23389.69,Payment,Card,Web,Hyderabad,1564.0,12.0,3.0,15835.41,0.0,0.39,9.0,0,A
T5541,U5606,5380.26,Withdrawal,UPI,Web,Bangalore,141.0,17.0,2.0,29354.39,0.0,0.138,8.0,0,A
T5542,U7483,32495.32,Payment,UPI,Web,Mumbai,1641.0,16.0,3.0,19212.79,0.0,0.331,5.0,0,A
T5543,U6951,43406.58,Withdrawal,Wallet,Web,Bangalore,219.0,0.0,4.0,4960.07,0.0,0.715,8.0,0,A
T5544,U6542,41417.88,Withdrawal,Wallet,Web,Hyderabad,1038.0,14.0,1.0,24483.18,0.0,0.445,7.0,1,C
T5545,U1152,31321.43,Withdrawal,Wallet,iOS,Hyderabad,386.0,23.0,0.0,20212.88,0.0,0.321,2.0,0,A
T5546,U7237,3810.17,Payment,UPI,iOS,Delhi,649.0,3.0,0.0,4552.94,0.0,0.892,8.0,0,A
T5547,U7516,5664.23,Withdrawal,NetBanking,iOS,Chennai,1087.0,1.0,1.0,368.87,1.0,0.009,9.0,0,A
T5548,U1906,2512.98,Withdrawal,NetBanking,Android,Bangalore,1531.0,18.0,0.0,16355.05,0.0,0.814,2.0,0,A
T5549,U4785,12911.09,Transfer,NetBanking,Web,Mumbai,1231.0,7.0,3.0,7320.52,0.0,0.621,2.0,0,A
T5550,U9241,6826.29,Transfer,UPI,Web,Hyderabad,450.0,21.0,2.0,26030.52,0.0,0.046,9.0,0,A
T5551,U6955,13039.4,Withdrawal,UPI,Web,Bangalore,665.3,15.0,1.0,7602.81,0.0,0.034,1.0,0,A
T5552,U6515,19283.65,Transfer,UPI,iOS,Chennai,1213.0,7.0,2.0,19919.4,0.0,0.172,3.0,0,A
T5553,U3268,47151.99,Withdrawal,UPI,Web,Bangalore,592.7,9.0,0.0,10419.39,1.0,0.977,5.5,0,A
T5554,U3178,30538.28,Transfer,UPI,Web,Chennai,1819.0,15.0,4.0,10574.51,0.0,0.086,6.0,0,A
T5555,U8481,41756.94,Payment,NetBanking,Web,Bangalore,1353.0,4.0,2.0,5536.26,0.0,0.739,7.0,0,A
T5556,U7451,35532.06,Payment,UPI,Android,Delhi,510.0,18.0,4.0,15131.38,0.0,0.402,3.0,0,A
T5557,U4140,5669.53,Withdrawal,NetBanking,iOS,Bangalore,1683.0,5.0,3.0,17420.22,0.0,0.237,8.0,0,A
T5558,U6178,36809.22,Withdrawal,UPI,Web,Delhi,32.0,9.0,4.0,17472.31,0.0,0.575,2.0,0,A
T5559,U9389,13791.19,Payment,NetBanking,Web,Chennai,641.0,23.0,2.0,25712.64,0.0,0.368,3.0,0,A
T5560,U1822,31973.44,Payment,Card,Android,Hyderabad,1660.0,4.0,2.0,19605.18,0.0,0.3889999999999999,2.0,0,A
T5561,U5841,17081.05,Transfer,Card,Android,Hyderabad,1026.0,20.0,1.0,22233.11,1.0,0.24,2.0,0,A
T5562,U9116,49883.73,Withdrawal,NetBanking,iOS,Bangalore,1627.0,18.0,4.0,9771.1,0.0,0.458,6.0,0,A
T5563,U4083,13214.4,Payment,Card,iOS,Mumbai,1741.0,18.0,3.0,12678.5,0.0,0.17,3.0,0,A
T5564,U7172,13992.57,Payment,Card,Web,Bangalore,1213.0,12.0,1.0,646.95,0.0,0.4522,3.0,0,A
T5565,U5171,46537.08,Withdrawal,NetBanking,iOS,Delhi,1897.0,14.0,1.0,2465.37,1.0,0.592,6.4,0,A
T5566,U8956,1280.99,Transfer,UPI,Web,Delhi,184.0,7.0,3.0,11615.08,0.0,0.063,1.0,0,A
T5567,U4983,34849.61,Transfer,UPI,Web,Chennai,207.0,10.0,1.0,6371.04,0.0,0.457,9.0,0,A
T5568,U3394,36280.05,Transfer,NetBanking,Android,Bangalore,1571.0,0.0,3.0,24407.49,0.0,0.63,2.0,0,A
T5569,U5731,41827.11,Transfer,Wallet,Web,Chennai,1068.9,3.0,0.0,20326.95,0.0,0.862,2.0,0,A
T5570,U7623,48723.24,Payment,Wallet,Android,Mumbai,108.0,21.0,1.0,29112.13,0.0,0.023,5.0,0,A
T5571,U8456,13250.124000000002,Withdrawal,Card,Web,Hyderabad,754.0,21.0,2.0,26622.32,0.0,0.456,6.0,0,A
T5572,U2510,3310.57,Withdrawal,UPI,Web,Hyderabad,1460.0,12.0,0.0,29332.06,0.0,0.706,8.0,0,A
T5573,U8536,41100.87,Payment,Card,Web,Bangalore,462.0,6.0,1.0,11021.73,0.0,0.196,1.0,1,C
T5574,U9700,32333.18,Payment,UPI,iOS,Chennai,1224.0,6.0,3.0,14582.85,0.0,0.221,5.0,0,A
T5575,U2853,32384.74,Payment,NetBanking,iOS,Chennai,983.0,5.0,0.0,11241.51,0.0,0.49,8.0,0,A
T5576,U6213,6461.08,Withdrawal,UPI,Android,Mumbai,1611.0,7.0,0.0,28932.74,0.0,0.884,2.0,0,A
T5577,U1550,32526.85,Withdrawal,NetBanking,Web,Chennai,1791.0,11.0,2.0,12140.99,0.0,0.4295,9.0,0,A
T5578,U4969,49125.0,Withdrawal,Wallet,Android,Delhi,508.0,23.0,1.0,3591.18,0.0,0.484,4.0,0,A
T5579,U1895,45595.34,Transfer,UPI,Android,Delhi,1649.0,17.0,1.0,7590.25,0.0,0.636,7.0,0,A
T5580,U4013,21984.58,Payment,UPI,Web,Delhi,1224.0,22.0,3.0,12802.12,0.0,0.311,1.0,0,A
T5581,U3147,2045.4,Payment,Card,iOS,Bangalore,150.0,14.0,0.0,18129.52,0.0,0.867,2.0,0,A
T5582,U9568,18146.56,Payment,NetBanking,iOS,Delhi,1724.0,15.0,2.0,18580.79,0.0,0.962,1.0,1,B
T5583,U1212,41328.2,Withdrawal,Wallet,Android,Delhi,782.0,0.0,3.0,22787.63,1.0,0.65,8.0,0,A
T5584,U6031,35089.88,Payment,UPI,iOS,Hyderabad,184.0,9.0,3.0,19471.22,0.0,0.638,1.0,0,A
T5585,U9154,22994.22,Payment,NetBanking,Web,Bangalore,429.0,14.0,2.0,14796.87,0.0,0.674,9.0,0,A
T5586,U5914,2802.32,Transfer,Wallet,Web,Delhi,685.0,23.0,1.0,1002.13,0.0,0.194,7.0,0,A
T5587,U3940,21373.39,Withdrawal,UPI,iOS,Mumbai,1467.0,12.0,2.0,20881.35,0.0,0.732,5.0,0,A
T5588,U5439,23477.8,Payment,NetBanking,iOS,Delhi,962.5,18.0,1.0,2655.2,0.0,0.347,1.0,0,A
T5589,U8598,46431.35,Withdrawal,Card,Android,Bangalore,1564.0,12.0,2.7,14117.46,0.0,0.993,4.0,0,A
T5590,U5132,32072.25,Withdrawal,UPI,iOS,Chennai,541.0,8.0,0.0,26902.25,0.0,0.752,3.0,0,A
T5591,U8233,15617.06,Withdrawal,NetBanking,Android,Hyderabad,927.0,20.0,2.0,17946.68,0.0,0.584,7.0,0,A
T5592,U3069,26289.65,Transfer,Wallet,Web,Hyderabad,1832.0,15.0,3.0,6049.05,0.0,0.912,1.0,0,A
T5593,U8917,3349.46,Withdrawal,Wallet,Web,Bangalore,370.0,22.0,1.0,24257.95,0.0,0.97,4.0,0,A
T5594,U5443,48629.78,Withdrawal,Card,Web,Delhi,1784.0,13.0,0.0,9082.23,0.0,0.818,5.0,0,A
T5595,U4190,18034.99,Withdrawal,UPI,iOS,Mumbai,455.0,22.0,0.0,17360.4,0.0,0.757,3.0,0,A
T5596,U5144,23919.47,Payment,Card,iOS,Delhi,565.0,8.0,2.0,19111.88,0.0,0.061,5.0,0,A
T5597,U6566,17796.43,Transfer,NetBanking,iOS,Delhi,717.0,17.0,3.0,21960.53,0.0,0.706,4.0,0,A
T5598,U5749,34141.46,Payment,Wallet,Android,Mumbai,1740.0,3.0,2.0,2042.98,0.0,0.336,5.0,0,A
T5599,U8684,33128.5,Transfer,Card,Android,Hyderabad,1390.0,11.0,3.0,25642.59,0.0,0.93,9.0,0,A
T5600,U3870,35780.35,Transfer,UPI,Android,Delhi,1890.0,23.0,4.0,3504.12,1.0,0.612,5.4,0,A
T5601,U3668,13443.75,Withdrawal,NetBanking,Web,Chennai,570.0,4.0,2.0,2926.56,0.0,0.371,8.0,0,A
T5602,U4868,15817.64,Withdrawal,UPI,Android,Chennai,1006.0,10.0,1.0,13760.85,0.0,0.339,2.0,0,A
T5603,U3995,6306.3,Payment,Card,iOS,Bangalore,68.0,4.0,2.0,11228.23,0.0,0.555,3.0,0,A
T5604,U9122,32792.72,Transfer,Wallet,iOS,Bangalore,1677.0,18.0,2.0,1732.95,0.0,0.491,4.0,0,A
T5605,U9282,2037.87,Withdrawal,Wallet,Web,Mumbai,894.0,20.0,4.0,5063.42,0.0,0.391,1.0,0,A
T5606,U7250,29904.23,Withdrawal,Card,iOS,Mumbai,1200.0,6.0,4.0,13232.48,1.0,0.208,9.0,0,A
T5607,U9614,21624.921,Withdrawal,UPI,iOS,Bangalore,1680.0,3.0,2.0,24889.26,0.0,0.796,2.0,1,B
T5608,U4696,44547.07,Withdrawal,UPI,iOS,Delhi,976.0,7.0,3.0,3727.0,0.0,0.433,2.0,0,A
