Date,Region,Units Sold,Inventory Level,Units Ordered,Price,Discount,Competitor Pricing,Seasonality
2023-07-21,South,2974,5620,2409,56.42,20,57.02,Summer
2023-07-22,South,3244,6067,2449,57.96,20,58.68,Summer
2023-07-23,South,2836,5011,2551,47.2,20,47.3,Summer
2023-07-24,South,2716,4798,1873,53.71,20,52.93,Summer
2023-07-25,South,2431,5142,1857,54.19,20,54.8,Summer
2023-07-26,South,2991,5394,2355,48.86,20,49.37,Summer
2023-07-27,South,2165,5772,2187,51.05,20,50.62,Summer
2023-07-28,South,3172,6094,1691,52.27,20,53.7,Summer
2023-07-29,South,2533,4913,2557,62.93,20,62.97,Summer
2023-07-30,South,2632,5745,2631,51.44,20,51.14,Summer
2023-07-31,South,3228,5560,2314,61.73,20,63.38,Summer
2023-08-01,South,2643,4593,2270,49.91,20,50.22,Summer
2023-08-02,South,3339,5698,2125,59.79,20,59.87,Summer
2023-08-03,South,2946,5269,2346,59.67,20,59.05,Summer
2023-08-04,South,3187,6073,2111,56.09,20,56.11,Summer
2023-08-05,South,2312,5541,2307,54.45,20,54.03,Summer
2023-08-06,South,2657,5012,2172,62.82,20,62.75,Summer
2023-08-07,South,3336,5493,2050,47.32,20,46.78,Summer
2023-08-08,South,2799,5208,1883,55.14,20,54.62,Summer
2023-08-09,South,2581,6288,2112,49.67,20,49.04,Summer
2023-08-10,South,2451,5389,2082,50.94,20,50.37,Summer
2023-08-11,South,2776,5454,2448,59.13,20,58.8,Summer
2023-08-12,South,2872,5532,2267,62.01,20,62.53,Summer
2023-08-13,South,3884,6090,1973,55.24,20,56.24,Summer
2023-08-14,South,3931,6573,1614,49.77,20,49.03,Summer
2023-08-15,South,2128,4850,2191,55.18,20,54.55,Summer
2023-08-16,South,3081,5966,2284,56.04,20,56.14,Summer
2023-08-17,South,2873,5926,2304,54.74,20,54.26,Summer
2023-08-18,South,1984,5177,2337,53.51,20,53.29,Summer
2023-08-19,South,2735,5642,2047,59.92,20,59.37,Summer
2023-08-20,South,2621,4944,2138,57.56,20,57.63,Summer
2023-08-21,South,2448,5087,2198,55.2,20,53.89,Summer
2023-08-22,South,3059,6101,2085,49.72,20,49.41,Summer
2023-08-23,South,4045,6454,2184,57.32,20,58.08,Summer
2023-08-24,South,2305,5385,2365,46.43,20,46.67,Summer
2023-08-25,South,2223,4534,1779,62.74,20,62.54,Summer
2023-08-26,South,2881,5032,2222,51.35,20,51.19,Summer
2023-08-27,South,2867,4647,1900,43.25,20,42.58,Summer
2023-08-28,South,2619,5799,2347,62.52,20,61.64,Summer
2023-08-29,South,1965,4480,2033,56.95,20,57.74,Summer
2023-08-30,South,2528,4813,2342,57.9,20,57.94,Summer
2023-08-31,South,2596,5698,1964,56.01,20,55.62,Summer
2023-09-01,South,2252,5599,2362,46.05,20,45.75,Summer
2023-09-02,South,2920,5527,2065,55.35,20,55.2,Summer
2023-09-03,South,3392,6072,2476,66.71,20,65.76,Summer
2023-09-04,South,3121,5459,2267,57.5,20,58.14,Summer
2023-09-05,South,2411,5442,2285,44.21,20,44.92,Summer
2023-09-06,South,3002,6162,2498,54.24,20,53.91,Summer
2023-09-07,South,2975,5328,2250,55.89,20,55.14,Summer
2023-09-08,South,2403,4551,2467,51.82,20,51.16,Summer
2023-09-09,South,4091,6729,1961,58.41,20,60.14,Summer
2023-09-10,South,2668,5177,2439,54.78,20,53.84,Summer
2023-09-11,South,2078,4652,2134,61.93,20,61.96,Summer
2023-09-12,South,3621,5955,1759,54.95,20,55.79,Summer
2023-09-13,South,2993,5143,2186,57.75,20,57.71,Summer
2023-09-14,South,2231,5545,2356,57.57,20,57.61,Summer
2023-09-15,South,1742,5633,2105,53.93,20,54.37,Summer
2023-09-16,South,2452,5420,2318,57.12,20,57.94,Summer
2023-09-17,South,2644,5972,2222,57.73,20,57.86,Summer
2023-09-18,South,1922,3939,2203,60.64,20,60.9,Summer
2023-09-19,South,2096,5129,1921,55.89,20,56.49,Summer
2023-09-20,South,2309,5124,2353,53.75,20,52.82,Summer
2023-09-21,South,2825,5462,1936,46.2,20,45.13,Autumn
2023-09-22,South,1830,4219,2530,50.8,20,49.84,Autumn
2023-09-23,South,2601,5926,1928,62.08,20,61.75,Autumn
2023-09-24,South,3511,6176,2832,64.07,20,64.39,Autumn
2023-09-25,South,2499,5513,2268,47.04,20,47.34,Autumn
2023-09-26,South,3328,5597,2236,54.23,20,53.94,Autumn
2023-09-27,South,2138,5186,1993,50.88,20,51.17,Autumn
2023-09-28,South,2289,6446,2541,51.97,20,52.52,Autumn
2023-09-29,South,2456,4383,2254,63.21,20,63.64,Autumn
2023-09-30,South,2144,5078,2533,65.06,20,65.62,Autumn
2023-10-01,South,2403,5538,2251,49.2,20,49.25,Autumn
2023-10-02,South,2648,6383,2513,54.47,15,54.15,Autumn
2023-10-03,South,2794,5452,2196,66.98,20,66.5,Autumn
2023-10-04,South,3310,5461,2466,54.17,20,53.69,Autumn
2023-10-05,South,2730,5902,1723,56.97,20,56.65,Autumn
2023-10-06,South,2120,5466,2156,51.45,20,51.97,Autumn
2023-10-07,South,2869,5179,2174,39.62,20,40.06,Autumn
2023-10-08,South,2445,4895,2151,52.77,20,52.4,Autumn
2023-10-09,South,1678,4171,2375,60.24,20,59.82,Autumn
2023-10-10,South,2360,5828,2594,63.96,20,63.99,Autumn
2023-10-11,South,1818,5059,2545,53.9,20,54.71,Autumn
2023-10-12,South,3556,6029,2131,49.92,20,49.08,Autumn
2023-10-13,South,2595,5370,2379,54.22,20,55.07,Autumn
2023-10-14,South,3281,6346,2643,54.72,20,54.02,Autumn
2023-10-15,South,3092,5240,2168,60.88,20,60.3,Autumn
2023-10-16,South,2546,5770,2386,57.92,20,57.39,Autumn
2023-10-17,South,4237,6771,1906,49.79,20,50.72,Autumn
2023-10-18,South,2993,5946,2098,49.98,20,49.77,Autumn
2023-10-19,South,3295,5955,2281,56.42,20,57.08,Autumn
2023-10-20,South,3495,5979,2010,53.76,20,53.37,Autumn
2023-10-21,South,3330,5885,2206,43.54,20,43.15,Autumn
2023-10-22,South,3048,5753,2212,53.22,20,52.53,Autumn
2023-10-23,South,2035,5158,2080,54.87,20,54.08,Autumn
2023-10-24,South,2727,5455,2182,53.67,20,54.66,Autumn
2023-10-25,South,2752,5330,1835,54.59,20,55.18,Autumn
2023-10-26,South,3623,6483,2616,54.14,20,54.34,Autumn
2023-10-27,South,2548,4902,1994,50.98,20,51.32,Autumn
2023-10-28,South,2475,5449,2352,49.92,20,49.27,Autumn
2023-10-29,South,2216,5867,2254,42.02,20,42.57,Autumn
2023-10-30,South,2583,5767,2262,58.3,20,59.07,Autumn
2023-10-31,South,2749,5427,2533,55.95,20,54.81,Autumn
2023-11-01,South,2528,4941,1948,52.02,20,52.04,Autumn
2023-11-02,South,2570,5529,2270,45.79,20,46.7,Autumn
2023-11-03,South,2804,5068,2313,52.41,20,52.0,Autumn
2023-11-04,South,2745,5672,2783,54.9,20,56.09,Autumn
2023-11-05,South,3322,5500,2192,44.12,20,44.82,Autumn
2023-11-06,South,2895,5614,1724,48.26,20,48.48,Autumn
2023-11-07,South,2603,5887,2176,57.02,20,55.69,Autumn
2023-11-08,South,2107,4603,2382,49.24,20,48.96,Autumn
2023-11-09,South,2586,5468,2167,55.76,20,54.79,Autumn
2023-11-10,South,2979,5520,2427,59.51,20,60.06,Autumn
2023-11-11,South,2147,4888,2161,60.41,20,59.95,Autumn
2023-11-12,South,3770,6215,2056,46.83,20,46.46,Autumn
2023-11-13,South,2323,4549,2465,52.25,20,52.62,Autumn
2023-11-14,South,3674,5642,2319,64.76,20,63.74,Autumn
2023-11-15,South,2801,5118,2370,54.01,20,54.46,Autumn
2023-11-16,South,3183,5979,2180,54.94,20,54.57,Autumn
2023-11-17,South,2892,5772,2434,40.21,20,40.07,Autumn
2023-11-18,South,3491,4894,1838,57.13,20,56.71,Autumn
2023-11-19,South,2814,5080,2444,54.5,20,55.28,Autumn
2023-11-20,South,2751,5386,2248,48.87,20,49.16,Autumn
2023-11-21,South,3179,5912,2046,65.16,20,65.13,Autumn
2023-11-22,South,3435,5010,2053,59.57,20,59.65,Autumn
2023-11-23,South,3216,6818,2194,52.69,20,52.76,Autumn
2023-11-24,South,1987,5833,2113,68.9,20,69.04,Autumn
2023-11-25,South,3363,5757,1926,54.6,20,54.78,Autumn
2023-11-26,South,3244,6128,2426,52.31,20,51.89,Autumn
2023-11-27,South,3009,5773,1943,47.28,20,46.9,Autumn
2023-11-28,South,3861,6124,1961,53.49,20,53.64,Autumn
2023-11-29,South,3339,6256,2314,60.9,20,60.52,Autumn
2023-11-30,South,2409,5355,2011,44.93,20,45.44,Autumn
2023-12-01,South,2338,4924,2087,63.01,20,63.83,Autumn
2023-12-02,South,2404,5987,1852,61.72,20,61.45,Autumn
2023-12-03,South,3212,5807,1895,52.24,20,52.52,Autumn
2023-12-04,South,2876,6201,1930,62.97,20,63.1,Autumn
2023-12-05,South,2122,5039,2073,51.77,20,52.23,Autumn
2023-12-06,South,1955,4229,2027,55.87,20,54.86,Autumn
2023-12-07,South,2169,5530,1907,58.8,20,58.88,Autumn
2023-12-08,South,2795,5926,2451,45.23,20,44.12,Autumn
2023-12-09,South,2042,4559,2266,58.7,20,59.62,Autumn
2023-12-10,South,2691,5078,2275,57.61,20,57.8,Autumn
2023-12-11,South,2600,5607,2223,53.86,20,54.14,Autumn
2023-12-12,South,3095,6404,1965,58.56,20,58.58,Autumn
2023-12-13,South,2929,5670,1855,63.01,20,64.18,Autumn
2023-12-14,South,2764,5786,1820,47.46,20,47.02,Autumn
2023-12-15,South,2877,5363,2097,59.49,20,58.62,Autumn
2023-12-16,South,2965,5583,2019,53.16,15,52.28,Autumn
2023-12-17,South,3567,5970,2382,52.39,20,52.22,Autumn
2023-12-18,South,2539,4677,2008,52.37,20,54.22,Autumn
2023-12-19,South,2694,4750,2240,49.37,20,49.19,Autumn
2023-12-20,South,2331,5353,2300,58.79,20,59.42,Autumn
2023-12-21,South,2522,5321,2139,39.42,20,39.07,Winter
2023-12-22,South,2254,4300,1896,56.98,20,56.75,Winter
2023-12-23,South,2435,5002,1852,50.48,20,50.99,Winter
2023-12-24,South,2493,5620,2455,51.34,20,51.07,Winter
2023-12-25,South,2761,4574,2232,57.62,20,56.78,Winter
2023-12-26,South,3452,6422,1985,58.18,20,57.64,Winter
2023-12-27,South,2069,4976,2222,54.59,20,54.63,Winter
2023-12-28,South,3749,5892,2370,66.92,20,66.32,Winter
2023-12-29,South,3045,5567,2289,54.61,20,54.77,Winter
2023-12-30,South,2717,5649,2052,54.75,20,54.62,Winter
2023-12-31,South,2203,4660,2085,61.32,20,61.62,Winter
2024-01-01,South,3067,5618,2157,54.92,20,55.34,Winter
2022-01-01,West,2505,6271,2059,53.99,20,55.97,Winter
2022-01-02,West,2239,5284,2066,67.89,20,66.72,Winter
2022-01-03,West,2488,5509,1874,51.68,20,52.18,Winter
2022-01-04,West,3118,5699,2264,55.09,20,54.72,Winter
2022-01-05,West,3351,6777,2048,57.14,20,57.21,Winter
2022-01-06,West,2525,5709,2527,58.67,20,58.94,Winter
2022-01-07,West,2134,4261,2471,71.33,20,71.46,Winter
2022-01-08,West,2860,4702,2149,46.95,20,47.98,Winter
2022-01-09,West,2918,5955,2503,64.42,20,64.28,Winter
2022-01-10,West,2821,4942,2051,63.29,20,63.09,Winter
2022-01-11,West,2859,5212,2308,57.83,20,57.45,Winter
2022-01-12,West,2751,6042,2140,53.45,20,52.78,Winter
2022-01-13,West,2295,5072,2211,55.86,20,55.64,Winter
2022-01-14,West,3337,5685,2356,53.77,20,53.87,Winter
2022-01-15,West,2486,5909,2274,50.03,20,50.41,Winter
2022-01-16,West,3191,5531,2005,60.9,20,60.81,Winter
2022-01-17,West,2705,5420,2517,47.7,20,48.58,Winter
2022-01-18,West,2324,4379,1998,51.25,20,51.55,Winter
2022-01-19,West,1901,5445,2463,50.51,20,50.73,Winter
2022-01-20,West,2707,6295,2675,47.36,20,49.04,Winter
2022-01-21,West,2910,5455,2177,68.08,20,67.6,Winter
2022-01-22,West,2704,5089,1879,53.21,20,53.78,Winter
2022-01-23,West,2682,5238,2334,49.13,20,50.32,Winter
2022-01-24,West,2939,5360,2166,66.8,20,67.52,Winter
2022-01-25,West,3277,5640,2456,50.95,20,50.4,Winter
2022-01-26,West,2276,4688,2582,56.46,20,57.51,Winter
2022-01-27,West,3681,5539,1771,54.72,20,55.6,Winter
2022-01-28,West,2389,5689,2702,47.34,20,47.15,Winter
2022-01-29,West,2577,5525,2093,49.47,20,49.32,Winter
2022-01-30,West,2976,5446,2229,58.12,20,58.99,Winter
2022-01-31,West,1998,3506,2084,55.43,20,55.9,Winter
2022-02-01,West,2764,4934,2032,49.1,20,49.39,Winter
2022-02-02,West,3088,5316,2647,47.78,20,48.24,Winter
2022-02-03,West,2686,4766,2697,57.34,20,56.31,Winter
2022-02-04,West,2581,5627,2142,61.51,20,62.24,Winter
2022-02-05,West,2498,5022,2399,47.67,20,48.93,Winter
2022-02-06,West,2347,4974,2473,55.28,20,55.49,Winter
2022-02-07,West,2669,5197,2145,50.61,20,50.29,Winter
2022-02-08,West,2951,4984,2171,46.8,20,46.53,Winter
2022-02-09,West,3605,6570,2188,57.86,20,58.28,Winter
2022-02-10,West,2611,5470,2434,49.54,20,49.41,Winter
2022-02-11,West,2684,5899,2413,48.46,20,48.46,Winter
2022-02-12,West,3264,5534,2447,65.4,20,66.11,Winter
2022-02-13,West,1534,3856,2137,51.17,20,49.73,Winter
2022-02-14,West,2953,5696,2459,55.15,20,55.8,Winter
2022-02-15,West,2976,6175,2359,59.89,20,59.45,Winter
2022-02-16,West,2726,5080,1732,62.06,20,62.34,Winter
2022-02-17,West,3800,5941,2362,54.51,20,54.36,Winter
2022-02-18,West,2900,5328,2025,43.47,20,43.44,Winter
2022-02-19,West,3056,5238,2179,57.86,20,57.31,Winter
2022-02-20,West,2730,4884,1964,58.92,20,58.75,Winter
2022-02-21,West,2430,4942,1893,61.99,20,61.66,Winter
2022-02-22,West,2527,5642,2328,60.73,20,60.59,Winter
2022-02-23,West,2730,5874,2359,40.2,20,39.51,Winter
2022-02-24,West,2579,5771,2330,47.96,20,47.51,Winter
2022-02-25,West,1969,5215,2004,50.32,20,51.11,Winter
2022-02-26,West,4064,6607,1856,55.05,20,55.22,Winter
2022-02-27,West,3297,5517,2050,61.21,20,61.37,Winter
2022-02-28,West,3030,5467,2119,57.87,20,57.06,Winter
2022-03-01,West,2830,5447,2494,61.92,20,61.73,Winter
2022-03-02,West,3142,6049,2038,51.35,20,51.19,Winter
2022-03-03,West,2379,4937,2079,65.69,20,66.08,Winter
2022-03-04,West,3057,6244,2129,64.01,20,64.39,Winter
2022-03-05,West,2360,4945,2329,45.32,20,45.66,Winter
2022-03-06,West,2299,5318,1591,59.73,20,60.11,Winter
2022-03-07,West,2922,5596,2327,62.24,20,61.83,Winter
2022-03-08,West,3116,5630,1957,54.64,20,54.38,Winter
2022-03-09,West,3314,6730,2169,59.44,20,60.05,Winter
2022-03-10,West,2179,5326,2418,55.18,20,55.56,Winter
2022-03-11,West,2324,5193,2203,58.19,20,59.15,Winter
2022-03-12,West,3474,5590,2052,54.68,20,54.64,Winter
2022-03-13,West,2435,5831,1953,50.02,20,50.7,Winter
2022-03-14,West,3095,6176,2477,58.48,20,57.73,Winter
2022-03-15,West,1790,4756,1958,48.63,20,48.41,Winter
2022-03-16,West,2842,5564,2341,54.58,20,53.85,Winter
2022-03-17,West,2776,5578,2362,54.0,20,54.6,Winter
2022-03-18,West,3401,5609,2417,47.42,20,46.27,Winter
2022-03-19,West,2932,5444,2576,53.07,20,53.17,Winter
2022-03-20,West,2474,5691,1973,63.9,20,63.91,Winter
2022-03-21,West,2473,5317,2315,50.16,20,50.63,Spring
2022-03-22,West,3190,6356,2551,52.91,15,52.74,Spring
2022-03-23,West,2960,5038,1930,65.66,20,66.79,Spring
2022-03-24,West,2696,5367,1775,64.5,20,63.32,Spring
2022-03-25,West,2589,6166,2171,65.92,20,65.93,Spring
2022-03-26,West,2763,4352,2238,59.13,20,57.57,Spring
2022-03-27,West,2721,5648,2439,57.03,20,56.93,Spring
2022-03-28,West,2095,4935,2522,56.45,20,55.57,Spring
2022-03-29,West,3009,5741,2439,49.59,20,50.52,Spring
2022-03-30,West,2920,5914,2211,48.2,20,48.23,Spring
2022-03-31,West,2936,5488,2140,69.89,20,69.42,Spring
2022-04-01,West,2792,5337,2359,45.11,20,45.13,Spring
2022-04-02,West,2002,6001,1906,63.5,20,62.82,Spring
2022-04-03,West,2666,5938,2231,45.86,20,46.03,Spring
2022-04-04,West,2976,5736,2346,57.89,20,57.7,Spring
2022-04-05,West,2768,5161,2233,56.35,20,55.99,Spring
2022-04-06,West,2803,5638,2643,53.96,20,53.27,Spring
2022-04-07,West,3255,6501,2491,51.86,20,51.87,Spring
2022-04-08,West,1994,5586,2110,63.5,20,62.76,Spring
2022-04-09,West,2999,5950,2172,58.5,20,58.45,Spring
2022-04-10,West,2956,5742,2355,51.03,20,52.65,Spring
2022-04-11,West,3553,6082,2826,57.59,20,58.54,Spring
2022-04-12,West,2430,4284,2360,52.73,20,52.3,Spring
2022-04-13,West,1994,3697,1900,58.42,20,58.04,Spring
2022-04-14,West,2666,5651,1996,59.39,20,59.43,Spring
2022-04-15,West,2944,5377,2357,47.2,20,45.59,Spring
2022-04-16,West,2499,5076,2010,58.32,20,58.38,Spring
2022-04-17,West,3954,6031,2002,53.83,20,54.22,Spring
2022-04-18,West,3468,6280,1969,58.23,20,57.31,Spring
2022-04-19,West,2946,5330,2377,54.74,20,54.57,Spring
2022-04-20,West,2637,5118,1837,58.32,20,57.9,Spring
2022-04-21,West,2580,5078,2043,53.78,20,53.25,Spring
2022-04-22,West,2294,5264,2589,49.42,20,48.6,Spring
2022-04-23,West,2684,5064,1748,54.73,20,54.91,Spring
2022-04-24,West,2529,4945,2412,57.34,20,57.02,Spring
2022-04-25,West,2156,3955,1630,67.97,20,68.6,Spring
2022-04-26,West,2712,5714,2289,49.5,20,50.23,Spring
2022-04-27,West,2552,5567,2265,45.2,20,45.3,Spring
2022-04-28,West,3154,5571,2389,64.0,20,63.58,Spring
2022-04-29,West,2769,5849,2541,49.2,20,48.32,Spring
2022-04-30,West,2969,5499,2015,54.87,20,54.62,Spring
2022-05-01,West,2429,4512,2136,50.66,20,51.03,Spring
2022-05-02,West,2243,4974,2287,56.94,20,57.21,Spring
2022-05-03,West,3503,5988,2434,42.16,20,41.84,Spring
2022-05-04,West,2696,5044,2329,59.39,20,58.9,Spring
2022-05-05,West,2779,4812,1916,54.95,20,56.37,Spring
2022-05-06,West,2092,5125,2319,51.37,20,52.79,Spring
2022-05-07,West,1806,5128,2391,59.26,20,60.54,Spring
2022-05-08,West,3551,6540,2064,63.49,20,63.26,Spring
2022-05-09,West,2922,6468,2115,52.74,20,52.67,Spring
2022-05-10,West,2855,5212,2356,68.93,20,69.11,Spring
2022-05-11,West,2861,5101,2101,68.39,20,68.5,Spring
2022-05-12,West,3370,5602,2080,48.36,20,48.14,Spring
2022-05-13,West,3478,5759,2345,45.48,20,46.65,Spring
2022-05-14,West,2096,4705,2665,53.64,20,53.98,Spring
2022-05-15,West,2341,5188,2237,61.96,20,62.97,Spring
2022-05-16,West,2854,4985,2394,52.41,20,52.84,Spring
2022-05-17,West,2758,5124,2144,60.44,20,60.51,Spring
2022-05-18,West,2333,4685,1912,53.61,20,53.97,Spring
2022-05-19,West,2662,5310,2033,57.07,20,57.89,Spring
2022-05-20,West,2346,5583,2346,41.54,20,41.78,Spring
2022-05-21,West,2688,4942,1727,49.56,20,50.52,Spring
2022-05-22,West,3414,5824,2069,60.92,20,62.34,Spring
2022-05-23,West,2955,5338,2180,50.58,20,50.12,Spring
2022-05-24,West,2845,5831,2235,47.01,20,46.84,Spring
2022-05-25,West,3309,6158,2533,60.67,20,60.99,Spring
2022-05-26,West,2923,6241,2262,60.22,20,60.03,Spring
2022-05-27,West,2733,5305,2272,52.59,20,53.77,Spring
2022-05-28,West,2239,4710,1739,60.12,20,58.83,Spring
2022-05-29,West,2947,5907,2135,59.2,20,58.84,Spring
2022-05-30,West,3566,5809,2312,49.25,20,48.48,Spring
2022-05-31,West,2538,5598,2338,66.8,20,67.51,Spring
2022-06-01,West,2461,4993,2296,56.83,15,56.52,Spring
2022-06-02,West,3219,5120,2276,55.38,20,55.34,Spring
2022-06-03,West,3248,5683,1795,61.13,20,60.5,Spring
2022-06-04,West,1633,4412,2261,51.53,20,51.9,Spring
2022-06-05,West,3495,6164,2021,59.16,20,58.34,Spring
2022-06-06,West,2919,5209,2235,57.25,20,57.42,Spring
2022-06-07,West,2648,5624,2173,47.5,20,48.19,Spring
2022-06-08,West,2770,5652,2678,51.49,20,53.09,Spring
2022-06-09,West,2708,5146,1913,64.29,20,63.78,Spring
2022-06-10,West,2296,5441,2377,52.74,20,52.41,Spring
2022-06-11,West,2166,5237,2291,55.3,20,55.43,Spring
2022-06-12,West,1946,4222,1806,57.0,20,56.65,Spring
2022-06-13,West,2022,5062,2030,51.92,20,53.0,Spring
2022-06-14,West,2488,5562,2000,56.9,20,57.42,Spring
2022-06-15,West,2191,4322,2471,49.98,20,50.48,Spring
2022-06-16,West,2357,5370,1993,54.64,20,54.62,Spring
2022-06-17,West,3513,6097,2310,68.87,20,68.89,Spring
2022-06-18,West,2667,5310,2360,49.82,20,50.56,Spring
2022-06-19,West,3329,5339,2078,54.2,20,54.85,Spring
2022-06-20,West,2597,5282,2246,59.26,20,58.8,Spring
2022-06-21,West,3262,6121,2190,65.31,20,65.22,Summer
2022-06-22,West,4099,6480,1964,71.56,20,72.63,Summer
2022-06-23,West,2124,5194,2390,55.22,20,56.14,Summer
2022-06-24,West,3005,5232,2093,60.7,20,60.45,Summer
2022-06-25,West,3040,5926,2751,74.24,20,73.66,Summer
2022-06-26,West,3061,4809,1897,52.47,20,51.29,Summer
2022-06-27,West,2545,5663,2150,58.72,20,58.23,Summer
2022-06-28,West,2486,5516,2210,54.98,20,55.02,Summer
2022-06-29,West,2825,5393,2138,59.19,20,60.0,Summer
2022-06-30,West,2798,5337,2322,53.9,20,54.04,Summer
2022-07-01,West,2220,4618,1973,46.38,20,46.54,Summer
2022-07-02,West,2941,4966,1858,55.92,20,55.04,Summer
2022-07-03,West,2735,5342,2573,45.63,20,45.38,Summer
2022-07-04,West,2723,5225,2297,50.22,20,50.47,Summer
2022-07-05,West,2277,5294,2408,42.49,20,42.5,Summer
2022-07-06,West,2580,5157,2263,49.43,20,49.29,Summer
2022-07-07,West,3362,5827,1918,64.47,20,63.28,Summer
2022-07-08,West,2729,5371,1963,47.94,20,49.78,Summer
2022-07-09,West,3418,5826,2350,59.52,20,59.24,Summer
2022-07-10,West,2763,5438,2094,49.86,20,48.61,Summer
2022-07-11,West,2975,5629,2034,57.98,20,57.92,Summer
2022-07-12,West,2749,5120,2582,57.72,20,57.12,Summer
2022-07-13,West,2077,4670,2466,51.21,15,50.73,Summer
2022-07-14,West,3623,5899,1960,48.45,20,48.18,Summer
2022-07-15,West,2825,6031,2214,54.68,20,54.81,Summer
2022-07-16,West,2773,5188,2117,57.53,20,57.14,Summer
2022-07-17,West,3169,5997,2073,54.59,20,52.89,Summer
2022-07-18,West,2794,5085,2087,51.59,20,51.4,Summer
2022-07-19,West,3046,5942,2144,50.74,20,50.89,Summer
2022-07-20,West,2963,5654,2223,57.41,20,57.57,Summer
2022-07-21,West,3315,6616,2176,56.57,20,57.37,Summer
2022-07-22,West,2547,5228,1737,56.24,20,56.42,Summer
2022-07-23,West,2288,6497,1856,55.44,20,55.72,Summer
2022-07-24,West,2465,4922,2089,58.35,20,58.27,Summer
2022-07-25,West,2449,5405,1982,46.09,20,45.22,Summer
2022-07-26,West,2339,6000,2524,53.94,20,53.86,Summer
2022-07-27,West,3107,6172,2289,48.05,20,47.59,Summer
2022-07-28,West,2455,5545,2125,43.85,20,43.26,Summer
2022-07-29,West,3187,5637,2209,55.59,20,55.55,Summer
2022-07-30,West,1649,5194,1846,54.04,20,54.25,Summer
2022-07-31,West,3262,5610,2035,58.64,20,58.15,Summer
2022-08-01,West,2303,5167,2321,55.26,20,54.13,Summer
2022-08-02,West,2574,5334,2106,62.45,20,63.37,Summer
2022-08-03,West,2832,5542,2744,67.96,20,67.69,Summer
2022-08-04,West,2075,4546,2359,54.57,20,54.26,Summer
2022-08-05,West,3402,5907,1984,46.05,20,46.65,Summer
2022-08-06,West,2874,6188,2623,63.93,20,64.87,Summer
2022-08-07,West,3189,5506,2090,54.27,20,54.5,Summer
2022-08-08,West,2863,5940,2207,54.4,20,54.02,Summer
2022-08-09,West,2826,6261,1589,54.25,20,54.87,Summer
2022-08-10,West,2750,6085,1966,58.59,20,58.06,Summer
2022-08-11,West,2174,4180,2291,56.69,20,56.15,Summer
2022-08-12,West,2043,5607,2004,52.77,20,53.47,Summer
2022-08-13,West,2087,5911,2043,56.71,20,57.76,Summer
2022-08-14,West,2811,5611,2183,62.95,20,63.89,Summer
2022-08-15,West,2247,4283,2145,50.15,20,50.32,Summer
2022-08-16,West,2635,5029,1999,54.83,20,54.33,Summer
2022-08-17,West,2365,6014,2320,50.11,20,50.17,Summer
2022-08-18,West,2651,5207,2502,58.37,20,57.69,Summer
2022-08-19,West,2789,6329,2810,52.41,20,52.74,Summer
2022-08-20,West,2385,5570,2070,53.56,20,52.74,Summer
2022-08-21,West,3103,6059,2004,58.41,20,58.77,Summer
2022-08-22,West,1876,3943,2113,51.81,20,51.54,Summer
2022-08-23,West,2564,5127,2566,67.43,20,67.28,Summer
2022-08-24,West,2748,5365,2211,57.89,20,59.5,Summer
2022-08-25,West,3340,5701,2124,58.82,20,58.07,Summer
2022-08-26,West,2846,6152,2263,56.79,20,57.25,Summer
2022-08-27,West,3007,5307,2528,57.7,20,58.23,Summer
2022-08-28,West,3232,5492,1989,48.48,20,47.51,Summer
2022-08-29,West,2595,5354,2467,53.32,20,52.3,Summer
2022-08-30,West,2853,5247,2225,48.08,20,48.49,Summer
2022-08-31,West,2734,5236,2254,55.88,20,56.56,Summer
2022-09-01,West,2678,5994,2258,53.8,20,54.28,Summer
2022-09-02,West,2956,5179,2526,63.19,20,62.41,Summer
2022-09-03,West,2862,5582,2290,61.81,20,63.49,Summer
2022-09-04,West,3273,5447,2402,62.78,20,62.82,Summer
2022-09-05,West,2931,5913,1806,49.4,20,49.56,Summer
2022-09-06,West,2089,5908,2630,51.57,20,51.68,Summer
2022-09-07,West,2719,5044,2116,57.3,20,56.61,Summer
2022-09-08,West,3188,5553,2012,49.03,20,49.36,Summer
2022-09-09,West,3128,5154,1949,52.39,20,53.01,Summer
2022-09-10,West,1784,4214,2048,62.86,20,62.42,Summer
2022-09-11,West,2420,5237,2287,61.62,20,61.56,Summer
2022-09-12,West,2851,5602,1957,56.0,20,57.26,Summer
2022-09-13,West,2198,4917,2258,61.34,20,61.95,Summer
2022-09-14,West,3064,5932,2088,58.4,20,58.95,Summer
2022-09-15,West,2682,4587,2358,57.26,20,57.54,Summer
2022-09-16,West,2539,5096,2191,55.92,20,56.39,Summer
2022-09-17,West,2890,5804,2311,53.22,20,53.5,Summer
2022-09-18,West,3262,5391,2191,62.9,20,63.99,Summer
2022-09-19,West,2735,4501,2080,52.88,20,52.85,Summer
2022-09-20,West,2328,4765,2014,53.61,20,52.4,Summer
2022-09-21,West,2035,5681,2131,66.08,20,66.87,Autumn
2022-09-22,West,2902,5782,1988,58.06,20,59.08,Autumn
2022-09-23,West,3193,5856,2556,56.46,20,55.89,Autumn
2022-09-24,West,2523,5219,2346,60.48,20,61.2,Autumn
2022-09-25,West,2492,4391,2429,54.76,20,54.72,Autumn
