Date,Store ID,Units Sold,Inventory Level,Units Ordered,Price,Discount,Competitor Pricing,Region,Weather Condition,Seasonality
2022-01-09,S003,2866,6280,2131,54.99,20,55.58,South,Cloudy,Winter
2022-01-10,S003,2878,5689,2050,56.65,20,57.19,South,Cloudy,Winter
2022-01-11,S003,2214,5579,2295,57.17,20,56.71,South,Sunny,Winter
2022-01-12,S003,1959,4857,2281,62.82,20,62.86,South,Snowy,Winter
2022-01-13,S003,1663,4626,2293,64.23,20,64.18,South,Rainy,Winter
2022-01-14,S003,2387,5423,2135,64.21,20,63.8,South,Snowy,Winter
2022-01-15,S003,3507,7140,2064,58.1,20,57.97,South,Cloudy,Winter
2022-01-16,S003,2341,5673,2162,59.71,20,58.72,South,Cloudy,Winter
2022-01-17,S003,3681,6473,1830,66.82,20,68.24,South,Snowy,Winter
2022-01-18,S003,3575,6274,2448,63.25,20,62.41,South,Snowy,Winter
2022-01-19,S003,2756,5552,2525,40.68,20,41.12,South,Sunny,Winter
2022-01-20,S003,3286,6070,1942,61.23,20,61.08,South,Sunny,Winter
2022-01-21,S003,2907,5030,2665,56.58,20,57.07,South,Cloudy,Winter
2022-01-22,S003,3192,6236,2110,55.59,20,55.67,South,Rainy,Winter
2022-01-23,S003,3052,5981,2240,44.78,20,44.39,South,Snowy,Winter
2022-01-24,S003,1804,5244,2242,54.32,20,54.58,South,Rainy,Winter
2022-01-25,S003,2450,4198,2120,50.03,20,50.15,South,Cloudy,Winter
2022-01-26,S003,2938,5933,2035,52.41,20,53.26,South,Snowy,Winter
2022-01-27,S003,2757,5700,2267,58.13,20,57.86,South,Rainy,Winter
2022-01-28,S003,2949,5221,1867,62.73,20,64.45,South,Sunny,Winter
2022-01-29,S003,3173,5801,1688,46.82,20,47.07,South,Sunny,Winter
2022-01-30,S003,1845,5050,1763,58.26,20,57.63,South,Sunny,Winter
2022-01-31,S003,2324,4965,1947,53.59,20,53.45,South,Snowy,Winter
2022-02-01,S003,2963,5889,2025,48.87,20,49.15,South,Snowy,Winter
2022-02-02,S003,2894,5992,2102,59.59,20,59.43,South,Rainy,Winter
2022-02-03,S003,2960,5764,2351,44.65,20,45.01,South,Rainy,Winter
2022-02-04,S003,2061,5514,2155,52.19,20,52.29,South,Snowy,Winter
2022-02-05,S003,2724,5618,2887,58.55,20,58.33,South,Rainy,Winter
2022-02-06,S003,3841,6050,2116,52.87,20,53.08,South,Snowy,Winter
2022-02-07,S003,2142,5910,2078,60.65,20,61.18,South,Cloudy,Winter
2022-02-08,S003,3110,5606,2146,56.67,20,57.44,South,Snowy,Winter
2022-02-09,S003,2423,5370,2361,55.45,20,56.4,South,Rainy,Winter
2022-02-10,S003,2894,5432,2284,55.89,20,55.89,South,Rainy,Winter
2022-02-11,S003,2890,6942,2175,51.91,20,52.03,South,Sunny,Winter
2022-02-12,S003,3244,6229,2305,53.04,20,53.07,South,Rainy,Winter
2022-02-13,S003,2584,5817,2435,46.97,20,47.87,South,Cloudy,Winter
2022-02-14,S003,2921,5850,2000,59.6,20,60.92,South,Cloudy,Winter
2022-02-15,S003,2549,5339,2339,49.94,20,50.81,South,Sunny,Winter
2022-02-16,S003,2828,5801,2135,54.43,20,54.14,South,Cloudy,Winter
2022-02-17,S003,2190,4890,1953,64.22,20,63.84,South,Cloudy,Winter
2022-02-18,S003,3448,6574,2329,56.84,20,55.76,South,Cloudy,Winter
2022-02-19,S003,2329,5936,2123,42.57,20,41.44,South,Rainy,Winter
2022-02-20,S003,2870,5108,2041,52.07,20,51.64,South,Sunny,Winter
2022-02-21,S003,2401,5490,2196,51.33,20,50.32,South,Snowy,Winter
2022-02-22,S003,3037,6026,2008,60.11,20,59.95,South,Snowy,Winter
2022-02-23,S003,2339,4607,2512,55.53,20,55.9,South,Rainy,Winter
2022-02-24,S003,2529,4911,2358,58.56,20,58.01,South,Cloudy,Winter
2022-02-25,S003,2765,6020,2341,49.83,20,49.56,South,Cloudy,Winter
2022-02-26,S003,3089,5909,2017,45.42,20,44.77,South,Cloudy,Winter
2022-02-27,S003,2578,5534,2474,57.65,20,57.31,South,Sunny,Winter
2022-02-28,S003,2671,5284,2243,50.35,20,50.57,South,Rainy,Winter
2022-03-01,S003,3636,7038,1935,55.78,20,55.98,South,Rainy,Winter
2022-03-02,S003,1878,5043,2133,59.4,20,59.59,South,Cloudy,Winter
2022-03-03,S003,2663,4353,2391,55.52,20,55.11,South,Sunny,Winter
2022-03-04,S003,2125,5113,2290,56.49,20,57.09,South,Cloudy,Winter
2022-03-05,S003,2477,5702,2253,58.63,20,57.9,South,Rainy,Winter
2022-03-06,S003,3066,5788,2340,50.21,20,49.61,South,Cloudy,Winter
2022-03-07,S003,2972,5841,1765,52.05,20,52.36,South,Sunny,Winter
2022-03-08,S003,2647,5305,2025,46.99,20,46.64,South,Sunny,Winter
2022-03-09,S003,2571,5445,2287,63.97,20,63.83,South,Cloudy,Winter
2022-03-10,S003,3415,5350,2164,53.98,20,53.04,South,Rainy,Winter
2022-03-11,S003,3000,5730,2070,58.22,20,57.68,South,Rainy,Winter
2022-03-12,S003,2163,4643,2382,54.82,20,54.74,South,Snowy,Winter
2022-03-13,S003,1832,5280,2324,57.93,20,57.62,South,Cloudy,Winter
2022-03-14,S003,2675,5411,2167,54.07,20,54.64,South,Rainy,Winter
2022-03-15,S003,2241,5643,2348,65.01,20,64.7,South,Sunny,Winter
2022-03-16,S003,1828,4204,2171,60.6,20,60.19,South,Snowy,Winter
2022-03-17,S003,3002,5836,1899,55.7,20,56.53,South,Rainy,Winter
2022-03-18,S003,2384,5049,1889,65.34,15,64.91,South,Sunny,Winter
2022-03-19,S003,2198,4858,2226,49.05,20,48.52,South,Sunny,Winter
2022-03-20,S003,3487,6514,2369,60.63,15,60.04,South,Cloudy,Winter
2022-03-21,S003,2400,5448,2489,64.36,20,64.06,South,Sunny,Spring
2022-03-22,S003,2444,4329,1954,54.58,20,54.26,South,Rainy,Spring
2022-03-23,S003,2081,5304,2114,48.94,20,48.78,South,Cloudy,Spring
2022-03-24,S003,3141,5464,2352,54.44,20,54.15,South,Rainy,Spring
2022-03-25,S003,2418,5669,2105,53.95,20,53.83,South,Snowy,Spring
2022-03-26,S003,3045,5505,2090,57.01,20,57.11,South,Cloudy,Spring
2022-03-27,S003,2615,4850,2255,57.72,20,57.79,South,Cloudy,Spring
2022-03-28,S003,2940,5143,2333,50.33,20,50.28,South,Sunny,Spring
2022-03-29,S003,2658,5411,2036,45.29,20,44.8,South,Sunny,Spring
2022-03-30,S003,2791,5510,1857,58.52,20,58.04,South,Sunny,Spring
2022-03-31,S003,3241,6320,2430,54.57,20,54.57,South,Sunny,Spring
2022-04-01,S003,2527,5484,2065,59.49,20,59.48,South,Rainy,Spring
2022-04-02,S003,2798,5723,2438,57.48,20,56.77,South,Rainy,Spring
2022-04-03,S003,3419,6059,2228,50.29,20,50.68,South,Snowy,Spring
2022-04-04,S003,2297,5358,2194,63.04,20,61.84,South,Sunny,Spring
2022-04-05,S003,2969,5649,2571,47.7,20,46.89,South,Cloudy,Spring
2022-04-06,S003,2940,6129,2253,63.99,20,64.42,South,Cloudy,Spring
2022-04-07,S003,2402,6178,2116,58.38,20,58.45,South,Rainy,Spring
2022-04-08,S003,2839,5816,2130,54.41,20,53.46,South,Rainy,Spring
2022-04-09,S003,3118,5969,2006,56.94,20,56.82,South,Cloudy,Spring
2022-04-10,S003,2276,4978,2121,48.0,20,47.08,South,Rainy,Spring
2022-04-11,S003,3006,5792,2513,52.91,20,53.14,South,Sunny,Spring
2022-04-12,S003,2238,5429,2161,56.19,20,56.33,South,Sunny,Spring
2022-04-13,S003,2131,5476,2148,59.63,20,60.75,South,Rainy,Spring
2022-04-14,S003,2216,4778,2022,55.78,20,57.04,South,Sunny,Spring
2022-04-15,S003,3322,6344,2002,58.2,20,57.33,South,Cloudy,Spring
2022-04-16,S003,3078,5277,1921,66.29,20,66.18,South,Snowy,Spring
2022-04-17,S003,3054,5521,2381,61.56,20,61.34,South,Rainy,Spring
2022-04-18,S003,2268,5727,2479,49.5,20,48.8,South,Cloudy,Spring
2022-04-19,S003,2589,6047,2526,55.38,20,56.58,South,Snowy,Spring
2022-04-20,S003,2176,4210,2472,64.13,20,64.61,South,Rainy,Spring
2022-04-21,S003,2997,6228,2475,49.24,20,50.0,South,Rainy,Spring
2022-04-22,S003,1660,5777,1990,50.78,20,50.26,South,Snowy,Spring
2022-04-23,S003,2013,4761,2203,58.07,20,57.72,South,Sunny,Spring
2022-04-24,S003,2337,5309,2213,48.3,20,48.02,South,Snowy,Spring
2022-04-25,S003,2286,5396,2393,56.87,20,55.65,South,Sunny,Spring
2022-04-26,S003,2801,5871,2440,57.0,20,57.3,South,Sunny,Spring
2022-04-27,S003,2355,6034,2111,44.68,20,44.41,South,Cloudy,Spring
2022-04-28,S003,2643,5530,2191,59.44,20,59.24,South,Rainy,Spring
2022-04-29,S003,2709,5432,2018,55.61,20,55.8,South,Rainy,Spring
2022-04-30,S003,2367,5641,2033,51.83,20,51.33,South,Cloudy,Spring
2022-05-01,S003,2916,6359,2166,62.35,20,61.39,South,Snowy,Spring
2022-05-02,S003,1946,5169,2357,62.2,20,61.44,South,Cloudy,Spring
2022-05-03,S003,2949,5603,2150,53.39,20,54.39,South,Cloudy,Spring
2022-05-04,S003,2796,5340,1858,60.06,20,60.37,South,Sunny,Spring
2022-05-05,S003,2312,4440,2714,56.4,20,55.81,South,Rainy,Spring
2022-05-06,S003,2565,5376,2509,53.99,20,54.29,South,Cloudy,Spring
2022-05-07,S003,3921,5735,2186,63.72,20,63.67,South,Sunny,Spring
2022-05-08,S003,3791,6832,2159,55.18,20,55.56,South,Rainy,Spring
2022-05-09,S003,2318,4921,2510,56.92,20,56.34,South,Cloudy,Spring
2022-05-10,S003,2296,6121,1935,56.87,20,57.92,South,Rainy,Spring
2022-05-11,S003,3056,5607,2193,55.22,20,54.39,South,Sunny,Spring
2022-05-12,S003,3180,5272,2012,60.24,20,59.57,South,Rainy,Spring
2022-05-13,S003,3365,5622,2195,48.37,20,48.39,South,Snowy,Spring
2022-05-14,S003,2191,4993,2142,61.8,20,61.36,South,Rainy,Spring
2022-05-15,S003,2861,5550,2051,56.36,20,57.25,South,Snowy,Spring
2022-05-16,S003,3375,5627,2099,57.93,20,58.23,South,Snowy,Spring
2022-05-17,S003,3249,6416,2236,57.27,20,56.08,South,Cloudy,Spring
2022-05-18,S003,2206,4060,2210,46.96,20,47.23,South,Snowy,Spring
2022-05-19,S003,3401,5488,2146,59.33,20,59.4,South,Sunny,Spring
2022-05-20,S003,3234,6110,2354,57.13,20,57.11,South,Cloudy,Spring
2022-05-21,S003,3392,6331,2312,53.86,20,54.1,South,Cloudy,Spring
2022-05-22,S003,2705,5809,2347,63.73,20,63.79,South,Rainy,Spring
2022-05-23,S003,2475,5794,2145,60.37,20,60.54,South,Snowy,Spring
2022-05-24,S003,2673,6294,1972,58.86,20,58.66,South,Rainy,Spring
2022-05-25,S003,2644,4809,2124,53.33,20,52.97,South,Cloudy,Spring
2022-05-26,S003,3630,6325,2102,62.36,20,62.14,South,Sunny,Spring
2022-05-27,S003,3017,6345,2418,47.65,20,48.34,South,Cloudy,Spring
2022-05-28,S003,2121,4728,2296,46.6,20,47.27,South,Cloudy,Spring
2022-05-29,S003,2302,5587,2336,56.72,20,55.95,South,Snowy,Spring
2022-05-30,S003,2957,6182,2320,54.59,20,55.33,South,Snowy,Spring
2022-05-31,S003,2448,5215,2032,64.61,20,65.22,South,Snowy,Spring
2022-06-01,S003,2797,6195,2251,61.91,20,62.56,South,Rainy,Spring
2022-06-02,S003,2344,5257,2302,51.08,20,50.54,South,Sunny,Spring
2022-06-03,S003,3033,6587,2566,56.7,20,56.48,South,Rainy,Spring
2022-06-04,S003,3351,6905,1998,51.37,20,51.19,South,Snowy,Spring
2022-06-05,S003,3210,6317,2265,54.39,20,54.68,South,Cloudy,Spring
2022-06-06,S003,2418,5071,1925,48.65,20,48.39,South,Rainy,Spring
2022-06-07,S003,3283,5709,2195,52.5,20,52.2,South,Rainy,Spring
2022-06-08,S003,2756,5585,2527,57.28,20,58.05,South,Cloudy,Spring
2022-06-09,S003,2725,6315,1667,55.83,20,54.94,South,Cloudy,Spring
2022-06-10,S003,3062,5609,2402,56.72,20,56.32,South,Snowy,Spring
2022-06-11,S003,3305,5503,2202,53.97,20,53.89,South,Rainy,Spring
2022-06-12,S003,2326,5484,2744,56.75,20,57.49,South,Rainy,Spring
2022-06-13,S003,3094,6428,2507,49.33,20,49.22,South,Rainy,Spring
2022-06-14,S003,3348,6115,2317,54.0,20,55.09,South,Cloudy,Spring
2022-06-15,S003,3936,6400,2550,54.78,20,54.19,South,Cloudy,Spring
2022-06-16,S003,2325,4956,2460,51.05,20,51.19,South,Rainy,Spring
2022-06-17,S003,3270,6076,1982,58.69,20,59.3,South,Cloudy,Spring
2022-06-18,S003,2350,5771,2092,50.86,20,50.65,South,Snowy,Spring
2022-06-19,S003,1921,4700,2557,51.58,20,51.93,South,Sunny,Spring
2022-06-20,S003,2306,4978,1887,50.25,20,51.24,South,Rainy,Spring
2022-06-21,S003,4393,6627,2380,58.8,20,60.59,South,Cloudy,Summer
2022-06-22,S003,3203,5969,1983,53.73,20,52.61,South,Rainy,Summer
2022-06-23,S003,2442,4716,1963,63.11,20,63.95,South,Cloudy,Summer
2022-06-24,S003,2672,5555,1976,55.56,20,56.03,South,Cloudy,Summer
2022-06-25,S003,2365,5498,2010,51.4,20,51.07,South,Sunny,Summer
2022-06-26,S003,2551,6426,2295,44.34,20,44.05,South,Cloudy,Summer
2022-06-27,S003,3075,5834,2501,50.28,20,50.08,South,Snowy,Summer
2022-06-28,S003,2866,5659,2025,59.1,20,58.93,South,Rainy,Summer
2022-06-29,S003,3267,5049,2130,49.84,20,50.17,South,Snowy,Summer
2022-06-30,S003,3570,6045,2128,60.89,20,61.79,South,Sunny,Summer
2022-07-01,S003,3258,5276,2268,61.81,20,60.61,South,Rainy,Summer
2022-07-02,S003,2719,5372,1896,50.67,20,51.37,South,Rainy,Summer
2022-07-03,S003,2779,5843,2180,66.15,20,66.26,South,Snowy,Summer
2022-07-04,S003,3597,5553,2116,56.36,20,56.24,South,Cloudy,Summer
2022-07-05,S003,3494,6377,2278,51.51,20,52.33,South,Rainy,Summer
2022-07-06,S003,2961,5439,1790,57.94,20,58.18,South,Cloudy,Summer
2022-07-07,S003,2439,5276,2609,57.47,20,58.26,South,Rainy,Summer
2022-07-08,S003,2859,5916,2258,58.7,20,58.68,South,Snowy,Summer
2022-07-09,S003,2417,4946,2329,59.09,20,59.58,South,Cloudy,Summer
2022-07-10,S003,2767,5817,1996,56.34,20,55.19,South,Sunny,Summer
2022-07-11,S003,2695,5409,2531,55.55,20,54.75,South,Sunny,Summer
2022-07-12,S003,3063,5142,1894,47.93,20,47.9,South,Sunny,Summer
2022-07-13,S003,3156,5415,2113,63.87,20,63.85,South,Cloudy,Summer
2022-07-14,S003,3389,6312,2024,55.22,20,55.06,South,Cloudy,Summer
2022-07-15,S003,2459,5736,2146,63.85,20,63.94,South,Cloudy,Summer
2022-07-16,S003,2993,5772,2644,53.26,20,53.73,South,Cloudy,Summer
2022-07-17,S003,2815,5552,2104,54.42,20,54.67,South,Cloudy,Summer
2022-07-18,S003,2685,5608,2178,61.92,20,61.33,South,Cloudy,Summer
2022-07-19,S003,2880,6253,1999,55.53,20,54.39,South,Snowy,Summer
2022-07-20,S003,2441,4979,2188,58.5,20,58.96,South,Snowy,Summer
2022-07-21,S003,2891,5407,2209,53.64,20,55.07,South,Cloudy,Summer
2022-07-22,S003,2855,5445,2213,53.85,20,52.86,South,Snowy,Summer
2022-07-23,S003,2960,5760,1645,55.8,20,54.86,South,Cloudy,Summer
2022-07-24,S003,2678,5030,2415,54.68,20,54.48,South,Rainy,Summer
2022-07-25,S003,2735,5383,2158,58.61,20,58.93,South,Sunny,Summer
2022-07-26,S003,3055,5797,2048,59.9,20,60.13,South,Sunny,Summer
2022-07-27,S003,3283,5626,2533,55.93,20,55.8,South,Rainy,Summer
2022-07-28,S003,3043,6147,2088,47.94,20,46.78,South,Sunny,Summer
2022-07-29,S003,2823,5701,2075,59.01,20,58.46,South,Cloudy,Summer
2022-07-30,S003,2654,4860,1812,57.78,20,57.41,South,Cloudy,Summer
2022-07-31,S003,2286,4474,2172,54.84,20,54.22,South,Sunny,Summer
2022-08-01,S003,2411,4958,2349,60.64,20,60.54,South,Rainy,Summer
2022-08-02,S003,3003,5375,2062,53.05,20,51.42,South,Rainy,Summer
2022-08-03,S003,2517,6097,1971,54.71,20,56.28,South,Rainy,Summer
2022-08-04,S003,3952,6076,2242,47.3,20,46.83,South,Cloudy,Summer
2022-08-05,S003,2967,5904,2359,51.97,20,52.53,South,Sunny,Summer
2022-08-06,S003,3433,5796,1785,51.82,20,51.26,South,Snowy,Summer
2022-08-07,S003,2830,5369,2364,54.17,20,54.23,South,Snowy,Summer
2022-08-08,S003,3076,5680,2429,50.51,20,51.34,South,Sunny,Summer
2022-08-09,S003,2667,5076,2620,60.94,20,60.9,South,Cloudy,Summer
2022-08-10,S003,4009,6823,1785,47.36,20,47.23,South,Sunny,Summer
2022-08-11,S003,2472,5454,1965,56.1,20,55.32,South,Snowy,Summer
2022-08-12,S003,2865,5707,1936,62.69,20,62.67,South,Cloudy,Summer
2022-08-13,S003,3031,5285,2203,44.18,20,44.32,South,Cloudy,Summer
2022-08-14,S003,2125,4966,2000,57.98,20,57.64,South,Rainy,Summer
2022-08-15,S003,2647,5758,1854,46.3,20,45.81,South,Sunny,Summer
2022-08-16,S003,3043,5294,2271,50.64,20,51.69,South,Cloudy,Summer
2022-08-17,S003,2296,5190,2088,45.89,20,46.08,South,Cloudy,Summer
2022-08-18,S003,2100,4878,2326,62.55,20,62.76,South,Cloudy,Summer
2022-08-19,S003,2507,5926,2208,51.8,20,51.06,South,Snowy,Summer
2022-08-20,S003,2578,5574,2187,57.9,15,58.68,South,Cloudy,Summer
2022-08-21,S003,1793,5195,2328,51.55,20,51.2,South,Cloudy,Summer
2022-08-22,S003,3477,5830,2112,54.94,20,54.6,South,Cloudy,Summer
2022-08-23,S003,2326,4736,1999,58.9,20,58.27,South,Snowy,Summer
2022-08-24,S003,2367,6084,2301,66.2,20,65.82,South,Snowy,Summer
2022-08-25,S003,2681,4941,1890,62.28,20,62.56,South,Cloudy,Summer
2022-08-26,S003,2293,6140,2312,49.91,20,50.44,South,Sunny,Summer
2022-08-27,S003,3709,5537,2191,44.93,20,44.89,South,Rainy,Summer
2022-08-28,S003,3695,6221,1929,48.59,20,48.86,South,Sunny,Summer
2022-08-29,S003,2726,5902,1879,58.32,20,58.11,South,Snowy,Summer
2022-08-30,S003,2569,5328,2330,50.12,20,49.93,South,Snowy,Summer
2022-08-31,S003,3344,6450,2539,55.04,20,54.59,South,Rainy,Summer
2022-09-01,S003,2771,5010,2438,50.39,20,50.59,South,Sunny,Summer
2022-09-02,S003,3413,5714,2072,53.08,20,52.91,South,Cloudy,Summer
2022-09-03,S003,2194,4462,2293,57.41,20,57.03,South,Snowy,Summer
2022-09-04,S003,2172,5177,2211,58.06,20,57.4,South,Cloudy,Summer
2022-09-05,S003,2963,5682,2208,57.87,20,57.25,South,Rainy,Summer
2022-09-06,S003,2704,4787,2254,55.41,20,55.33,South,Snowy,Summer
2022-09-07,S003,2619,5748,2027,50.7,20,51.59,South,Snowy,Summer
2022-09-08,S003,2443,4580,2334,56.3,20,56.88,South,Snowy,Summer
2022-09-09,S003,3656,5681,2148,51.87,20,51.44,South,Rainy,Summer
2022-09-10,S003,2428,4773,2142,46.72,20,46.9,South,Rainy,Summer
2022-09-11,S003,2634,4913,2055,47.53,20,47.21,South,Rainy,Summer
2022-09-12,S003,3077,5911,2144,46.86,20,46.61,South,Snowy,Summer
2022-09-13,S003,3439,5899,2404,56.3,20,57.43,South,Rainy,Summer
2022-09-14,S003,3043,5525,2540,63.06,20,63.77,South,Snowy,Summer
2022-09-15,S003,2837,5505,2039,53.49,20,52.75,South,Snowy,Summer
2022-09-16,S003,2006,5407,2089,51.41,20,50.75,South,Sunny,Summer
2022-09-17,S003,2560,6078,1816,57.07,20,57.5,South,Snowy,Summer
2022-09-18,S003,2863,5732,2044,58.79,20,58.07,South,Sunny,Summer
2022-09-19,S003,3355,6412,2019,55.06,20,55.75,South,Snowy,Summer
2022-09-20,S003,2978,6103,2005,75.33,20,75.3,South,Rainy,Summer
2022-09-21,S003,2642,6260,2323,57.25,20,56.82,South,Cloudy,Autumn
2022-09-22,S003,1593,4290,2083,58.3,20,58.07,South,Cloudy,Autumn
2022-09-23,S003,3383,6183,1966,50.37,20,49.5,South,Rainy,Autumn
2022-09-24,S003,2395,4563,1961,51.46,20,50.83,South,Snowy,Autumn
2022-09-25,S003,2831,6436,1990,50.98,20,50.97,South,Sunny,Autumn
2022-09-26,S003,2462,5463,2264,51.84,20,51.11,South,Sunny,Autumn
2022-09-27,S003,2825,5531,2695,61.7,20,60.54,South,Rainy,Autumn
2022-09-28,S003,3553,5675,2140,67.56,20,66.87,South,Cloudy,Autumn
2022-09-29,S003,2690,6334,2158,53.71,20,54.38,South,Cloudy,Autumn
2022-09-30,S003,2773,5740,2271,52.56,20,52.81,South,Rainy,Autumn
2022-10-01,S003,2917,5319,1947,53.49,20,53.76,South,Snowy,Autumn
2022-10-02,S003,2848,5179,2154,59.78,20,58.32,South,Cloudy,Autumn
2022-10-03,S003,2463,5820,2002,64.23,20,62.32,South,Rainy,Autumn
2022-10-04,S003,3174,5997,2582,57.66,20,58.1,South,Sunny,Autumn
2022-10-05,S003,2891,5479,2480,54.43,20,55.02,South,Rainy,Autumn
2022-10-06,S003,3120,5350,2337,54.34,20,54.16,South,Cloudy,Autumn
2022-10-07,S003,3606,5977,2201,60.89,20,60.7,South,Cloudy,Autumn
2022-10-08,S003,2386,5797,2411,70.72,20,71.69,South,Rainy,Autumn
2022-10-09,S003,3187,6180,2008,51.51,20,51.53,South,Snowy,Autumn
2022-10-10,S003,3643,5588,2568,53.96,20,53.85,South,Cloudy,Autumn
2022-10-11,S003,3134,5013,1821,54.29,20,53.1,South,Rainy,Autumn
2022-10-12,S003,2525,4890,2243,51.13,20,51.37,South,Rainy,Autumn
2022-10-13,S003,2963,5113,2198,61.31,20,61.31,South,Snowy,Autumn
2022-10-14,S003,3662,6530,2437,48.01,20,48.04,South,Cloudy,Autumn
2022-10-15,S003,3186,5528,2368,56.1,20,55.72,South,Sunny,Autumn
2022-10-16,S003,2606,5594,2314,44.14,20,43.34,South,Cloudy,Autumn
2022-10-17,S003,2912,5284,2140,49.9,20,50.44,South,Sunny,Autumn
2022-10-18,S003,2376,5348,2307,45.43,20,45.04,South,Cloudy,Autumn
2022-10-19,S003,3083,5225,2164,57.24,20,56.95,South,Snowy,Autumn
2022-10-20,S003,2217,5411,2087,50.99,20,51.44,South,Cloudy,Autumn
2022-10-21,S003,2922,5511,2045,47.03,20,46.25,South,Snowy,Autumn
2022-10-22,S003,2316,6302,2241,50.02,20,50.1,South,Cloudy,Autumn
2022-10-23,S003,2625,5559,1989,48.19,20,47.32,South,Sunny,Autumn
2022-10-24,S003,2788,4797,2196,53.78,20,54.82,South,Rainy,Autumn
2022-10-25,S003,3321,5511,2074,55.07,20,55.84,South,Cloudy,Autumn
2022-10-26,S003,3308,5795,1988,56.15,20,57.15,South,Cloudy,Autumn
2022-10-27,S003,2065,5011,2212,51.41,20,51.03,South,Sunny,Autumn
2022-10-28,S003,2687,5405,2068,55.31,20,55.49,South,Rainy,Autumn
2022-10-29,S003,2600,6130,2249,58.3,20,57.45,South,Snowy,Autumn
2022-10-30,S003,3441,5659,1915,52.26,20,50.98,South,Cloudy,Autumn
2022-10-31,S003,2372,5894,2604,62.98,20,62.54,South,Cloudy,Autumn
2022-11-01,S003,3536,6532,2227,46.79,20,47.86,South,Sunny,Autumn
2022-11-02,S003,2991,5225,2317,47.57,20,47.28,South,Cloudy,Autumn
2022-11-03,S003,2788,4986,2173,47.76,20,47.51,South,Rainy,Autumn
2022-11-04,S003,2887,7488,2380,64.72,20,65.48,South,Cloudy,Autumn
2022-11-05,S003,3520,6169,2053,63.88,20,63.49,South,Sunny,Autumn
2022-11-06,S003,2471,4694,1993,57.07,20,57.27,South,Snowy,Autumn
2022-11-07,S003,2491,5178,1976,47.61,20,48.59,South,Snowy,Autumn
2022-11-08,S003,2130,5270,2252,54.28,20,53.85,South,Sunny,Autumn
2022-11-09,S003,2362,6025,2223,52.94,20,52.42,South,Sunny,Autumn
2022-11-10,S003,2709,5747,2105,56.24,20,56.25,South,Rainy,Autumn
2022-11-11,S003,2618,5519,2074,56.47,20,56.3,South,Sunny,Autumn
2022-11-12,S003,2841,5541,2451,52.14,20,51.71,South,Snowy,Autumn
2022-11-13,S003,2814,5191,2196,54.9,20,56.23,South,Cloudy,Autumn
2022-11-14,S003,2424,5889,2076,47.1,20,47.07,South,Sunny,Autumn
2022-11-15,S003,2722,5736,1805,53.5,20,53.45,South,Cloudy,Autumn
2022-11-16,S003,2832,5565,2223,59.35,20,58.97,South,Sunny,Autumn
2022-11-17,S003,3814,6164,1938,54.37,20,53.64,South,Sunny,Autumn
2022-11-18,S003,2922,6527,2193,58.7,20,59.92,South,Cloudy,Autumn
2022-11-19,S003,2568,5163,1945,50.78,20,50.89,South,Sunny,Autumn
2022-11-20,S003,2927,5849,2538,44.93,20,45.25,South,Cloudy,Autumn
2022-11-21,S003,2057,5665,2057,58.83,20,58.77,South,Rainy,Autumn
2022-11-22,S003,2518,5452,1912,58.6,20,58.94,South,Cloudy,Autumn
2022-11-23,S003,3509,5466,2509,49.38,20,48.71,South,Snowy,Autumn
2022-11-24,S003,2095,4235,2231,62.33,20,62.52,South,Snowy,Autumn
2022-11-25,S003,3101,5711,2298,54.93,20,54.18,South,Snowy,Autumn
2022-11-26,S003,3105,7139,2419,61.72,20,63.26,South,Snowy,Autumn
2022-11-27,S003,2490,4290,2441,70.09,20,69.55,South,Cloudy,Autumn
2022-11-28,S003,3042,5318,2185,56.91,20,56.96,South,Sunny,Autumn
2022-11-29,S003,1794,5497,2277,52.15,20,51.81,South,Cloudy,Autumn
2022-11-30,S003,2527,5516,2121,48.02,20,48.68,South,Rainy,Autumn
2022-12-01,S003,3544,6201,2073,59.09,20,58.41,South,Rainy,Autumn
2022-12-02,S003,3070,4842,2484,52.76,20,53.37,South,Sunny,Autumn
2022-12-03,S003,3550,5689,1974,50.23,20,49.7,South,Rainy,Autumn
2022-12-04,S003,1750,5078,2378,46.25,20,46.28,South,Cloudy,Autumn
2022-12-05,S003,2610,4676,2183,50.32,20,51.47,South,Sunny,Autumn
2022-12-06,S003,2624,5992,2028,49.39,20,49.14,South,Cloudy,Autumn
2022-12-07,S003,2174,5076,2041,57.7,20,57.06,South,Snowy,Autumn
2022-12-08,S003,3026,6173,2074,51.64,20,51.66,South,Snowy,Autumn
2022-12-09,S003,2246,5412,2043,56.09,20,55.68,South,Cloudy,Autumn
2022-12-10,S003,2594,5360,2261,49.31,20,48.56,South,Sunny,Autumn
2022-12-11,S003,2925,5753,2109,62.77,20,63.26,South,Cloudy,Autumn
2022-12-12,S003,2018,4637,2157,61.66,20,61.73,South,Cloudy,Autumn
2022-12-13,S003,3658,6088,2052,45.4,20,45.64,South,Snowy,Autumn
2022-12-14,S003,2822,5267,1809,53.57,20,54.09,South,Snowy,Autumn
2022-12-15,S003,3668,6234,3057,53.8,20,54.21,South,Sunny,Autumn
2022-12-16,S003,2409,5499,2501,57.87,20,57.35,South,Sunny,Autumn
2022-12-17,S003,2253,5224,2327,52.1,20,52.34,South,Cloudy,Autumn
