Date,Product ID,Category,Units Sold,Inventory Level,Units Ordered,Price,Discount,Seasonality
2022-12-13,P0019,Clothing,323,1193,646,60.21,20,Autumn
2022-12-14,P0019,Clothing,770,1065,655,56.83,5,Autumn
2022-12-15,P0019,Clothing,664,1448,752,33.05,15,Autumn
2022-12-16,P0019,Clothing,890,1462,498,45.12,15,Autumn
2022-12-17,P0019,Clothing,698,1117,465,55.95,20,Autumn
2022-12-18,P0019,Clothing,748,950,545,48.76,20,Autumn
2022-12-19,P0019,Clothing,757,1249,438,48.35,15,Autumn
2022-12-20,P0019,Clothing,616,1260,439,41.23,20,Autumn
2022-12-21,P0019,Clothing,751,1302,504,55.02,20,Winter
2022-12-22,P0019,Clothing,629,1179,560,77.43,20,Winter
2022-12-23,P0019,Clothing,1006,1506,452,48.91,15,Winter
2022-12-24,P0019,Clothing,903,1371,534,32.63,20,Winter
2022-12-25,P0019,Clothing,727,1475,576,60.84,20,Winter
2022-12-26,P0019,Clothing,409,1069,330,52.25,20,Winter
2022-12-27,P0019,Clothing,423,1592,561,50.07,20,Winter
2022-12-28,P0019,Clothing,170,1622,581,56.21,20,Winter
2022-12-29,P0019,Clothing,558,1189,324,46.01,20,Winter
2022-12-30,P0019,Clothing,422,1487,433,44.65,15,Winter
2022-12-31,P0019,Clothing,674,1592,558,37.8,20,Winter
2023-01-01,P0019,Clothing,368,822,520,40.81,20,Winter
2023-01-02,P0019,Clothing,559,1138,373,49.18,20,Winter
2023-01-03,P0019,Clothing,807,1574,540,50.95,20,Winter
2023-01-04,P0019,Clothing,523,1601,596,46.23,20,Winter
2023-01-05,P0019,Clothing,901,1490,830,42.31,20,Winter
2023-01-06,P0019,Clothing,618,1402,344,51.57,15,Winter
2023-01-07,P0019,Clothing,634,1600,640,34.02,20,Winter
2023-01-08,P0019,Clothing,570,1187,406,75.04,20,Winter
2023-01-09,P0019,Clothing,461,1091,620,59.86,15,Winter
2023-01-10,P0019,Clothing,787,1719,537,35.19,15,Winter
2023-01-11,P0019,Clothing,401,939,575,68.24,15,Winter
2023-01-12,P0019,Clothing,786,1401,564,58.66,20,Winter
2023-01-13,P0019,Clothing,509,897,542,64.15,20,Winter
2023-01-14,P0019,Clothing,1217,1696,442,71.38,20,Winter
2023-01-15,P0019,Clothing,369,913,629,46.77,20,Winter
2023-01-16,P0019,Clothing,788,1537,470,56.95,20,Winter
2023-01-17,P0019,Clothing,672,1381,584,72.83,15,Winter
2023-01-18,P0019,Clothing,1217,1646,410,60.03,20,Winter
2023-01-19,P0019,Clothing,392,1436,740,64.08,20,Winter
2023-01-20,P0019,Clothing,207,1176,566,48.65,20,Winter
2023-01-21,P0019,Clothing,509,1123,512,58.25,20,Winter
2023-01-22,P0019,Clothing,481,1543,434,73.72,20,Winter
2023-01-23,P0019,Clothing,431,1266,424,53.23,20,Winter
2023-01-24,P0019,Clothing,613,1622,565,65.2,20,Winter
2023-01-25,P0019,Clothing,1048,1537,585,32.63,20,Winter
2023-01-26,P0019,Clothing,591,1690,737,61.99,20,Winter
2023-01-27,P0019,Clothing,420,1095,604,52.39,20,Winter
2023-01-28,P0019,Clothing,879,1422,524,52.96,20,Winter
2023-01-29,P0019,Clothing,630,1542,421,42.83,20,Winter
2023-01-30,P0019,Clothing,914,1417,441,54.03,15,Winter
2023-01-31,P0019,Clothing,659,1361,435,54.09,20,Winter
2023-02-01,P0019,Clothing,868,1362,471,50.29,15,Winter
2023-02-02,P0019,Clothing,1266,1795,557,50.67,15,Winter
2023-02-03,P0019,Clothing,896,1071,581,74.09,15,Winter
2023-02-04,P0019,Clothing,869,1591,502,66.22,15,Winter
2023-02-05,P0019,Clothing,402,1087,407,63.76,20,Winter
2023-02-06,P0019,Clothing,814,1402,535,61.5,20,Winter
2023-02-07,P0019,Clothing,745,1341,514,76.32,20,Winter
2023-02-08,P0019,Clothing,530,1298,775,61.45,20,Winter
2023-02-09,P0019,Clothing,582,1501,645,53.76,15,Winter
2023-02-10,P0019,Clothing,901,1402,686,68.42,20,Winter
2023-02-11,P0019,Clothing,467,1035,608,46.88,20,Winter
2023-02-12,P0019,Clothing,745,1223,757,58.86,20,Winter
2023-02-13,P0019,Clothing,326,851,605,69.83,20,Winter
2023-02-14,P0019,Clothing,1075,1750,288,48.8,20,Winter
2023-02-15,P0019,Clothing,1058,1608,547,67.23,20,Winter
2023-02-16,P0019,Clothing,365,885,321,58.18,20,Winter
2023-02-17,P0019,Clothing,809,1609,535,61.5,20,Winter
2023-02-18,P0019,Clothing,771,1845,554,44.17,20,Winter
2023-02-19,P0019,Clothing,447,1307,647,59.07,20,Winter
2023-02-20,P0019,Clothing,845,1460,522,41.87,20,Winter
2023-02-21,P0019,Clothing,784,1662,634,50.42,15,Winter
2023-02-22,P0019,Clothing,261,1150,734,52.19,15,Winter
2023-02-23,P0019,Clothing,660,1422,467,65.55,15,Winter
2023-02-24,P0019,Clothing,1262,1937,664,71.82,15,Winter
2023-02-25,P0019,Clothing,1078,1921,539,55.44,20,Winter
2023-02-26,P0019,Clothing,913,1381,683,41.6,10,Winter
2023-02-27,P0019,Clothing,522,1079,695,45.17,15,Winter
2023-02-28,P0019,Clothing,923,1814,642,71.7,20,Winter
2023-03-01,P0019,Clothing,840,1647,639,57.78,15,Winter
2023-03-02,P0019,Clothing,766,1306,557,34.14,20,Winter
2023-03-03,P0019,Clothing,743,1414,360,65.2,20,Winter
2023-03-04,P0019,Clothing,684,1573,591,57.57,20,Winter
2023-03-05,P0019,Clothing,514,1378,594,57.2,20,Winter
2023-03-06,P0019,Clothing,1113,1501,400,57.23,20,Winter
2023-03-07,P0019,Clothing,764,1291,698,61.79,20,Winter
2023-03-08,P0019,Clothing,629,968,475,77.68,20,Winter
2023-03-09,P0019,Clothing,535,1161,602,75.74,20,Winter
2023-03-10,P0019,Clothing,243,760,643,47.69,15,Winter
2023-03-11,P0019,Clothing,279,1003,716,63.81,20,Winter
2023-03-12,P0019,Clothing,880,1200,425,43.9,20,Winter
2023-03-13,P0019,Clothing,495,1136,571,42.12,15,Winter
2023-03-14,P0019,Clothing,487,1186,641,64.24,20,Winter
2023-03-15,P0019,Clothing,642,1550,522,70.83,15,Winter
2023-03-16,P0019,Clothing,780,1520,700,37.58,20,Winter
2023-03-17,P0019,Clothing,659,1165,430,45.37,20,Winter
2023-03-18,P0019,Clothing,476,1508,590,67.78,10,Winter
2023-03-19,P0019,Clothing,437,1421,530,56.79,15,Winter
2023-03-20,P0019,Clothing,860,1266,490,86.53,20,Winter
2023-03-21,P0019,Clothing,717,1078,567,73.33,20,Spring
2023-03-22,P0019,Clothing,716,882,665,69.94,20,Spring
2023-03-23,P0019,Clothing,748,1415,598,66.94,15,Spring
2023-03-24,P0019,Clothing,484,1409,681,49.96,20,Spring
2023-03-25,P0019,Clothing,557,1233,633,81.41,15,Spring
2023-03-26,P0019,Clothing,513,1222,590,73.98,15,Spring
2023-03-27,P0019,Clothing,338,1430,611,53.28,10,Spring
2023-03-28,P0019,Clothing,937,1227,461,74.65,20,Spring
2023-03-29,P0019,Clothing,550,985,640,40.52,20,Spring
2023-03-30,P0019,Clothing,808,1590,690,51.67,15,Spring
2023-03-31,P0019,Clothing,571,1067,605,72.89,20,Spring
2023-04-01,P0019,Clothing,728,1064,514,76.61,20,Spring
2023-04-02,P0019,Clothing,608,1462,773,62.8,15,Spring
2023-04-03,P0019,Clothing,122,875,485,40.3,20,Spring
2023-04-04,P0019,Clothing,358,826,530,41.26,10,Spring
2023-04-05,P0019,Clothing,395,1543,303,71.21,20,Spring
2023-04-06,P0019,Clothing,1022,1184,505,50.2,20,Spring
2023-04-07,P0019,Clothing,550,1207,373,29.11,20,Spring
2023-04-08,P0019,Clothing,687,1403,569,70.3,15,Spring
2023-04-09,P0019,Clothing,867,1466,501,51.12,10,Spring
2023-04-10,P0019,Clothing,645,1365,618,69.66,20,Spring
2023-04-11,P0019,Clothing,552,1297,583,47.12,20,Spring
2023-04-12,P0019,Clothing,687,1446,536,46.16,20,Spring
2023-04-13,P0019,Clothing,569,899,755,65.91,20,Spring
2023-04-14,P0019,Clothing,444,1123,548,49.84,20,Spring
2023-04-15,P0019,Clothing,511,1390,702,45.2,20,Spring
2023-04-16,P0019,Clothing,798,1524,603,42.44,15,Spring
2023-04-17,P0019,Clothing,594,1225,685,44.71,20,Spring
2023-04-18,P0019,Clothing,378,930,641,74.59,20,Spring
2023-04-19,P0019,Clothing,466,1464,657,50.87,20,Spring
2023-04-20,P0019,Clothing,908,1549,604,54.24,20,Spring
2023-04-21,P0019,Clothing,668,1610,435,41.92,20,Spring
2023-04-22,P0019,Clothing,692,1211,421,52.8,15,Spring
2023-04-23,P0019,Clothing,601,968,694,55.16,20,Spring
2023-04-24,P0019,Clothing,1074,1432,521,59.44,20,Spring
2023-04-25,P0019,Clothing,765,1145,751,62.49,20,Spring
2023-04-26,P0019,Clothing,1246,1770,552,36.02,20,Spring
2023-04-27,P0019,Clothing,633,1134,459,43.51,20,Spring
2023-04-28,P0019,Clothing,825,1619,418,73.39,20,Spring
2023-04-29,P0019,Clothing,356,1287,531,50.66,20,Spring
2023-04-30,P0019,Clothing,444,973,531,53.54,20,Spring
2023-05-01,P0019,Clothing,400,975,734,66.85,20,Spring
2023-05-02,P0019,Clothing,768,1472,538,49.5,20,Spring
2023-05-03,P0019,Clothing,597,1214,787,44.45,20,Spring
2023-05-04,P0019,Clothing,609,889,428,59.29,15,Spring
2023-05-05,P0019,Clothing,754,1295,663,56.2,20,Spring
2023-05-06,P0019,Clothing,618,1671,583,42.85,20,Spring
2023-05-07,P0019,Clothing,396,1324,418,72.38,20,Spring
2023-05-08,P0019,Clothing,771,1427,507,46.29,20,Spring
2023-05-09,P0019,Clothing,884,1959,583,55.16,20,Spring
2023-05-10,P0019,Clothing,1244,1803,632,69.96,20,Spring
2023-05-11,P0019,Clothing,1317,1797,762,58.83,5,Spring
2023-05-12,P0019,Clothing,835,1213,400,30.71,20,Spring
2023-05-13,P0019,Clothing,748,996,574,34.46,20,Spring
2023-05-14,P0019,Clothing,760,1481,455,73.74,15,Spring
2023-05-15,P0019,Clothing,1029,1662,378,79.13,20,Spring
2023-05-16,P0019,Clothing,1685,2180,669,47.54,20,Spring
2023-05-17,P0019,Clothing,532,1601,592,57.73,20,Spring
2023-05-18,P0019,Clothing,626,1097,498,38.67,15,Spring
2023-05-19,P0019,Clothing,1291,1857,381,58.84,20,Spring
2023-05-20,P0019,Clothing,850,1469,452,74.02,20,Spring
2023-05-21,P0019,Clothing,782,1246,468,46.15,20,Spring
2023-05-22,P0019,Clothing,360,1402,613,55.04,5,Spring
2023-05-23,P0019,Clothing,403,1293,490,39.59,20,Spring
2023-05-24,P0019,Clothing,640,1515,773,53.1,20,Spring
2023-05-25,P0019,Clothing,827,1657,567,56.59,20,Spring
2023-05-26,P0019,Clothing,1228,1793,645,61.94,20,Spring
2023-05-27,P0019,Clothing,767,1932,569,59.64,20,Spring
2023-05-28,P0019,Clothing,681,1525,703,62.87,20,Spring
2023-05-29,P0019,Clothing,536,1482,525,55.03,20,Spring
2023-05-30,P0019,Clothing,507,1265,504,57.32,20,Spring
2023-05-31,P0019,Clothing,208,980,629,62.83,15,Spring
2023-06-01,P0019,Clothing,797,1200,587,30.1,20,Spring
2023-06-02,P0019,Clothing,946,1498,508,44.53,15,Spring
2023-06-03,P0019,Clothing,805,1652,676,41.11,15,Spring
2023-06-04,P0019,Clothing,781,1650,502,54.93,20,Spring
2023-06-05,P0019,Clothing,656,1938,631,50.23,20,Spring
2023-06-06,P0019,Clothing,917,1520,511,50.61,20,Spring
2023-06-07,P0019,Clothing,545,1428,546,62.67,20,Spring
2023-06-08,P0019,Clothing,907,1268,523,49.57,20,Spring
2023-06-09,P0019,Clothing,1038,1593,720,69.05,20,Spring
2023-06-10,P0019,Clothing,568,1178,452,33.07,20,Spring
2023-06-11,P0019,Clothing,404,1433,627,57.29,10,Spring
2023-06-12,P0019,Clothing,667,1543,528,55.96,15,Spring
2023-06-13,P0019,Clothing,601,911,378,50.48,20,Spring
2023-06-14,P0019,Clothing,834,1429,451,68.7,20,Spring
2023-06-15,P0019,Clothing,677,1071,633,55.04,15,Spring
2023-06-16,P0019,Clothing,345,1264,658,54.34,20,Spring
2023-06-17,P0019,Clothing,827,1457,641,67.61,20,Spring
2023-06-18,P0019,Clothing,641,956,594,37.42,20,Spring
2023-06-19,P0019,Clothing,559,1157,546,59.2,20,Spring
2023-06-20,P0019,Clothing,421,1329,587,36.33,20,Spring
2023-06-21,P0019,Clothing,514,946,559,61.2,20,Summer
2023-06-22,P0019,Clothing,916,1686,614,40.4,20,Summer
2023-06-23,P0019,Clothing,644,850,669,43.63,20,Summer
2023-06-24,P0019,Clothing,804,1314,530,60.48,20,Summer
2023-06-25,P0019,Clothing,522,1356,461,62.41,20,Summer
2023-06-26,P0019,Clothing,854,1218,637,72.32,20,Summer
2023-06-27,P0019,Clothing,509,1204,479,57.43,15,Summer
2023-06-28,P0019,Clothing,644,1185,575,35.11,20,Summer
2023-06-29,P0019,Clothing,779,1316,417,50.37,20,Summer
2023-06-30,P0019,Clothing,636,1036,432,74.87,20,Summer
2023-07-01,P0019,Clothing,613,1241,482,57.95,20,Summer
2023-07-02,P0019,Clothing,763,1748,469,59.36,15,Summer
2023-07-03,P0019,Clothing,708,1956,578,56.36,15,Summer
2023-07-04,P0019,Clothing,442,836,698,72.26,10,Summer
2023-07-05,P0019,Clothing,483,1138,336,53.64,20,Summer
2023-07-06,P0019,Clothing,865,1831,698,61.13,20,Summer
2023-07-07,P0019,Clothing,893,1358,319,49.88,15,Summer
2023-07-08,P0019,Clothing,698,1466,363,66.79,15,Summer
2023-07-09,P0019,Clothing,498,1133,444,63.95,15,Summer
2023-07-10,P0019,Clothing,491,851,417,55.82,20,Summer
2023-07-11,P0019,Clothing,724,1272,326,38.47,15,Summer
2023-07-12,P0019,Clothing,477,1087,494,34.49,20,Summer
2023-07-13,P0019,Clothing,349,1394,606,71.26,20,Summer
2023-07-14,P0019,Clothing,316,1131,748,47.3,20,Summer
2023-07-15,P0019,Clothing,337,1226,626,66.2,15,Summer
2023-07-16,P0019,Clothing,468,1126,657,31.98,20,Summer
2023-07-17,P0019,Clothing,611,976,634,54.48,20,Summer
2023-07-18,P0019,Clothing,593,1128,406,55.56,20,Summer
2023-07-19,P0019,Clothing,1165,1734,448,65.05,10,Summer
2023-07-20,P0019,Clothing,615,1430,541,45.69,20,Summer
2023-07-21,P0019,Clothing,582,1054,437,75.59,20,Summer
2023-07-22,P0019,Clothing,805,1238,405,62.55,20,Summer
2023-07-23,P0019,Clothing,369,1158,496,49.38,20,Summer
2023-07-24,P0019,Clothing,556,1373,740,54.62,20,Summer
2023-07-25,P0019,Clothing,382,710,503,53.79,15,Summer
2023-07-26,P0019,Clothing,868,2086,536,59.66,20,Summer
2023-07-27,P0019,Clothing,453,1192,653,59.24,20,Summer
2023-07-28,P0019,Clothing,413,1288,580,55.05,20,Summer
2023-07-29,P0019,Clothing,743,1870,610,49.14,20,Summer
2023-07-30,P0019,Clothing,428,1064,407,63.06,20,Summer
2023-07-31,P0019,Clothing,661,1374,534,35.84,10,Summer
2023-08-01,P0019,Clothing,750,1150,591,58.35,10,Summer
2023-08-02,P0019,Clothing,653,840,448,63.39,20,Summer
2023-08-03,P0019,Clothing,577,902,544,56.27,20,Summer
2023-08-04,P0019,Clothing,703,1006,428,48.14,20,Summer
2023-08-05,P0019,Clothing,606,1553,476,66.34,10,Summer
2023-08-06,P0019,Clothing,646,1407,543,45.03,20,Summer
2023-08-07,P0019,Clothing,630,991,626,67.62,15,Summer
2023-08-08,P0019,Clothing,604,1370,388,55.08,20,Summer
2023-08-09,P0019,Clothing,1195,1568,719,58.98,20,Summer
2023-08-10,P0019,Clothing,496,1177,436,51.87,20,Summer
2023-08-11,P0019,Clothing,613,1504,399,71.74,20,Summer
2023-08-12,P0019,Clothing,913,1295,755,42.22,10,Summer
2023-08-13,P0019,Clothing,539,1339,537,65.46,20,Summer
2023-08-14,P0019,Clothing,910,1337,151,41.67,10,Summer
2023-08-15,P0019,Clothing,495,1058,752,47.22,15,Summer
2023-08-16,P0019,Clothing,1006,1302,578,71.01,20,Summer
2023-08-17,P0019,Clothing,637,1165,759,57.47,20,Summer
2023-08-18,P0019,Clothing,531,1533,538,73.18,20,Summer
2023-08-19,P0019,Clothing,756,1401,304,57.95,20,Summer
2023-08-20,P0019,Clothing,1014,1821,564,43.53,10,Summer
2023-08-21,P0019,Clothing,512,954,667,50.3,15,Summer
2023-08-22,P0019,Clothing,1374,2036,593,62.15,20,Summer
2023-08-23,P0019,Clothing,892,1590,510,32.25,20,Summer
2023-08-24,P0019,Clothing,1164,1814,597,63.92,20,Summer
2023-08-25,P0019,Clothing,817,1250,791,63.1,20,Summer
2023-08-26,P0019,Clothing,272,1167,620,24.75,20,Summer
2023-08-27,P0019,Clothing,488,1607,678,53.9,20,Summer
2023-08-28,P0019,Clothing,891,1995,473,72.59,20,Summer
2023-08-29,P0019,Clothing,667,1123,571,40.14,15,Summer
2023-08-30,P0019,Clothing,550,1367,616,34.1,20,Summer
2023-08-31,P0019,Clothing,484,1410,665,72.17,15,Summer
2023-09-01,P0019,Clothing,662,1323,636,56.65,20,Summer
2023-09-02,P0019,Clothing,1019,1636,586,58.06,15,Summer
2023-09-03,P0019,Clothing,565,1494,628,61.59,15,Summer
2023-09-04,P0019,Clothing,622,1223,504,57.55,15,Summer
2023-09-05,P0019,Clothing,635,1838,435,62.0,20,Summer
2023-09-06,P0019,Clothing,903,1920,680,76.62,10,Summer
2023-09-07,P0019,Clothing,546,1329,461,62.68,20,Summer
2023-09-08,P0019,Clothing,613,1234,596,43.78,15,Summer
2023-09-09,P0019,Clothing,741,1044,577,64.01,20,Summer
2023-09-10,P0019,Clothing,613,1140,632,36.93,15,Summer
2023-09-11,P0019,Clothing,489,1143,600,72.72,20,Summer
2023-09-12,P0019,Clothing,277,1281,559,59.11,20,Summer
2023-09-13,P0019,Clothing,1028,1784,654,38.76,20,Summer
2023-09-14,P0019,Clothing,705,1299,713,36.75,20,Summer
2023-09-15,P0019,Clothing,530,1585,370,50.83,20,Summer
2023-09-16,P0019,Clothing,100,1249,469,54.08,20,Summer
2023-09-17,P0019,Clothing,551,1484,578,63.81,20,Summer
2023-09-18,P0019,Clothing,624,1025,626,61.57,20,Summer
2023-09-19,P0019,Clothing,954,1443,597,61.8,15,Summer
2023-09-20,P0019,Clothing,580,1440,837,58.33,20,Summer
2023-09-21,P0019,Clothing,971,1534,648,31.33,20,Autumn
2023-09-22,P0019,Clothing,482,1707,585,55.63,20,Autumn
2023-09-23,P0019,Clothing,364,916,472,51.22,20,Autumn
2023-09-24,P0019,Clothing,699,1396,586,38.54,20,Autumn
2023-09-25,P0019,Clothing,920,1815,471,66.84,20,Autumn
2023-09-26,P0019,Clothing,1402,1973,549,63.87,20,Autumn
2023-09-27,P0019,Clothing,775,1409,572,71.36,10,Autumn
2023-09-28,P0019,Clothing,882,1751,666,58.07,20,Autumn
2023-09-29,P0019,Clothing,805,1341,335,48.41,20,Autumn
2023-09-30,P0019,Clothing,1087,1821,708,40.81,15,Autumn
2023-10-01,P0019,Clothing,757,1617,662,55.2,20,Autumn
2023-10-02,P0019,Clothing,841,1549,581,39.09,20,Autumn
2023-10-03,P0019,Clothing,269,654,666,58.66,20,Autumn
2023-10-04,P0019,Clothing,1403,2075,649,49.07,10,Autumn
2023-10-05,P0019,Clothing,367,1051,586,52.34,20,Autumn
2023-10-06,P0019,Clothing,274,807,578,72.37,15,Autumn
2023-10-07,P0019,Clothing,795,1462,776,57.77,15,Autumn
2023-10-08,P0019,Clothing,440,1033,711,66.87,20,Autumn
2023-10-09,P0019,Clothing,772,1584,645,40.28,10,Autumn
2023-10-10,P0019,Clothing,898,1225,420,64.55,15,Autumn
2023-10-11,P0019,Clothing,986,1543,772,38.11,20,Autumn
2023-10-12,P0019,Clothing,785,1352,666,73.62,15,Autumn
2023-10-13,P0019,Clothing,923,2046,529,54.48,20,Autumn
2023-10-14,P0019,Clothing,391,1429,689,63.33,20,Autumn
2023-10-15,P0019,Clothing,415,1231,491,44.38,15,Autumn
2023-10-16,P0019,Clothing,742,1485,566,56.46,20,Autumn
2023-10-17,P0019,Clothing,531,1365,370,52.13,15,Autumn
2023-10-18,P0019,Clothing,610,1452,604,52.55,20,Autumn
2023-10-19,P0019,Clothing,767,1757,648,50.17,20,Autumn
2023-10-20,P0019,Clothing,920,1577,587,76.14,20,Autumn
2023-10-21,P0019,Clothing,1150,1847,582,79.85,20,Autumn
2023-10-22,P0019,Clothing,334,1838,543,76.29,15,Autumn
2023-10-23,P0019,Clothing,758,1767,535,63.51,20,Autumn
2023-10-24,P0019,Clothing,428,889,509,46.4,5,Autumn
2023-10-25,P0019,Clothing,812,1911,624,50.05,20,Autumn
2023-10-26,P0019,Clothing,339,1610,542,40.53,15,Autumn
2023-10-27,P0019,Clothing,407,934,516,34.78,15,Autumn
2023-10-28,P0019,Clothing,515,1248,589,44.38,10,Autumn
2023-10-29,P0019,Clothing,668,1477,416,42.7,15,Autumn
2023-10-30,P0019,Clothing,909,1333,600,48.19,20,Autumn
2023-10-31,P0019,Clothing,500,1397,408,42.29,20,Autumn
2023-11-01,P0019,Clothing,923,1463,554,61.3,15,Autumn
2023-11-02,P0019,Clothing,713,1269,687,49.92,10,Autumn
2023-11-03,P0019,Clothing,950,1594,407,65.27,15,Autumn
2023-11-04,P0019,Clothing,506,1178,686,55.54,20,Autumn
2023-11-05,P0019,Clothing,1061,1692,598,74.16,15,Autumn
2023-11-06,P0019,Clothing,388,1808,695,54.8,20,Autumn
2023-11-07,P0019,Clothing,365,1622,616,71.02,20,Autumn
2023-11-08,P0019,Clothing,564,1487,542,40.87,10,Autumn
2023-11-09,P0019,Clothing,1126,1462,536,50.58,15,Autumn
2023-11-10,P0019,Clothing,1181,1466,620,62.11,20,Autumn
2023-11-11,P0019,Clothing,997,1499,328,77.85,20,Autumn
2023-11-12,P0019,Clothing,275,1007,649,53.23,20,Autumn
2023-11-13,P0019,Clothing,923,1839,570,54.99,20,Autumn
2023-11-14,P0019,Clothing,287,862,455,52.45,20,Autumn
2023-11-15,P0019,Clothing,438,1303,383,66.98,20,Autumn
2023-11-16,P0019,Clothing,1037,1425,559,66.04,15,Autumn
2023-11-17,P0019,Clothing,706,1062,467,60.33,15,Autumn
2023-11-18,P0019,Clothing,441,1331,514,83.03,15,Autumn
2023-11-19,P0019,Clothing,788,1421,439,47.65,15,Autumn
2023-11-20,P0019,Clothing,914,1352,743,48.13,20,Autumn
2023-11-21,P0019,Clothing,337,650,396,45.59,20,Autumn
2023-11-22,P0019,Clothing,831,1938,474,69.59,15,Autumn
2023-11-23,P0019,Clothing,596,1320,626,71.86,20,Autumn
2023-11-24,P0019,Clothing,348,1062,478,50.74,20,Autumn
2023-11-25,P0019,Clothing,572,1489,289,44.35,20,Autumn
2023-11-26,P0019,Clothing,946,1296,704,45.23,20,Autumn
2023-11-27,P0019,Clothing,379,1003,564,51.64,20,Autumn
2023-11-28,P0019,Clothing,859,1438,377,53.3,20,Autumn
2023-11-29,P0019,Clothing,656,990,421,53.45,20,Autumn
2023-11-30,P0019,Clothing,572,1485,526,51.93,20,Autumn
2023-12-01,P0019,Clothing,709,1030,463,75.14,15,Autumn
2023-12-02,P0019,Clothing,777,1394,347,36.49,20,Autumn
2023-12-03,P0019,Clothing,663,1630,581,54.84,20,Autumn
2023-12-04,P0019,Clothing,1242,1521,770,46.54,20,Autumn
2023-12-05,P0019,Clothing,375,1072,641,52.81,15,Autumn
2023-12-06,P0019,Clothing,583,1481,702,63.48,20,Autumn
2023-12-07,P0019,Clothing,665,1457,526,64.21,20,Autumn
2023-12-08,P0019,Clothing,534,1252,433,66.48,15,Autumn
2023-12-09,P0019,Clothing,680,1278,324,65.15,20,Autumn
2023-12-10,P0019,Clothing,515,1466,671,51.2,20,Autumn
2023-12-11,P0019,Clothing,417,878,596,62.76,20,Autumn
2023-12-12,P0019,Clothing,569,1487,513,50.63,10,Autumn
2023-12-13,P0019,Clothing,402,1114,572,54.33,20,Autumn
2023-12-14,P0019,Clothing,513,1527,635,29.47,10,Autumn
2023-12-15,P0019,Clothing,906,1867,532,40.21,20,Autumn
2023-12-16,P0019,Clothing,300,1560,543,51.72,10,Autumn
2023-12-17,P0019,Clothing,1367,2040,520,33.69,15,Autumn
2023-12-18,P0019,Clothing,639,1156,458,52.14,20,Autumn
2023-12-19,P0019,Clothing,644,1150,557,48.96,15,Autumn
2023-12-20,P0019,Clothing,847,1902,531,44.03,20,Autumn
2023-12-21,P0019,Clothing,275,1428,475,48.86,20,Winter
2023-12-22,P0019,Clothing,399,1120,447,56.02,15,Winter
2023-12-23,P0019,Clothing,679,1104,503,43.32,20,Winter
2023-12-24,P0019,Clothing,903,1484,797,42.41,15,Winter
2023-12-25,P0019,Clothing,548,982,595,62.29,20,Winter
2023-12-26,P0019,Clothing,1032,1625,556,63.07,20,Winter
2023-12-27,P0019,Clothing,640,1506,622,73.76,20,Winter
2023-12-28,P0019,Clothing,1170,1711,555,49.5,20,Winter
2023-12-29,P0019,Clothing,556,1548,588,51.51,20,Winter
2023-12-30,P0019,Clothing,395,1390,539,49.74,15,Winter
2023-12-31,P0019,Clothing,635,1684,580,51.19,15,Winter
2024-01-01,P0019,Clothing,877,1250,442,62.43,20,Winter
2022-01-01,P0020,Toys,739,1245,392,47.15,20,Winter
2022-01-02,P0020,Toys,519,1063,603,77.39,15,Winter
2022-01-03,P0020,Toys,511,1354,770,51.76,20,Winter
2022-01-04,P0020,Toys,558,1193,469,57.0,15,Winter
2022-01-05,P0020,Toys,394,1156,355,38.7,20,Winter
2022-01-06,P0020,Toys,425,962,445,79.29,20,Winter
2022-01-07,P0020,Toys,518,1304,519,68.07,20,Winter
2022-01-08,P0020,Toys,613,1377,305,45.59,15,Winter
2022-01-09,P0020,Toys,1130,1952,557,54.55,15,Winter
2022-01-10,P0020,Toys,1063,1686,781,50.48,20,Winter
2022-01-11,P0020,Toys,1121,1869,660,55.53,20,Winter
2022-01-12,P0020,Toys,788,1497,484,62.74,15,Winter
2022-01-13,P0020,Toys,447,1706,437,68.63,20,Winter
2022-01-14,P0020,Toys,565,1584,623,57.63,15,Winter
2022-01-15,P0020,Toys,906,1445,757,61.08,20,Winter
2022-01-16,P0020,Toys,1045,1651,485,64.68,20,Winter
2022-01-17,P0020,Toys,424,1248,670,44.11,15,Winter
2022-01-18,P0020,Toys,873,1886,425,67.32,15,Winter
2022-01-19,P0020,Toys,372,962,450,54.95,20,Winter
2022-01-20,P0020,Toys,462,2073,469,59.37,20,Winter
2022-01-21,P0020,Toys,511,1242,787,51.87,20,Winter
2022-01-22,P0020,Toys,482,1337,514,50.05,20,Winter
2022-01-23,P0020,Toys,600,1198,664,27.92,20,Winter
2022-01-24,P0020,Toys,295,991,660,58.78,20,Winter
2022-01-25,P0020,Toys,639,1464,460,59.86,10,Winter
2022-01-26,P0020,Toys,1143,1597,621,47.81,20,Winter
2022-01-27,P0020,Toys,812,1635,486,66.98,20,Winter
2022-01-28,P0020,Toys,229,942,625,47.59,15,Winter
2022-01-29,P0020,Toys,712,1277,523,44.08,20,Winter
2022-01-30,P0020,Toys,955,2096,633,55.32,20,Winter
2022-01-31,P0020,Toys,288,1151,713,73.78,20,Winter
2022-02-01,P0020,Toys,360,1144,702,62.75,20,Winter
2022-02-02,P0020,Toys,1010,1468,614,36.45,20,Winter
2022-02-03,P0020,Toys,821,1113,544,54.61,10,Winter
2022-02-04,P0020,Toys,487,1401,272,71.73,20,Winter
2022-02-05,P0020,Toys,573,1356,525,69.94,20,Winter
